﻿variant_id,candidate_id,variant,normalized_variant,arabic_normalization,sector,issue_type,category,tier,trust_status,review_priority,reason,review_status,reviewer_id,decision,second_reviewer_required,production_use_now
BFL-CAND-0001-V01,BFL-CAND-0001,7ofra,7ofra,حفرة,ROADS,POTHOLE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0016-V06,BFL-CAND-0016,l koubri,l koubri,جسر / كوبري,ROADS,ROAD_COLLAPSE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0017-V01,BFL-CAND-0017,nafa2,nafa2,نفق,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0017-V04,BFL-CAND-0017,l nafa2,l nafa2,نفق,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0018-V01,BFL-CAND-0018,7ajez,7ajez,حاجز,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0021-V01,BFL-CAND-0021,feu,feu,إشارة ضوئية,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0021-V02,BFL-CAND-0021,l feu,l feu,إشارة ضوئية,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0021-V03,BFL-CAND-0021,feu rouge,feu rouge,إشارة ضوئية,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0023-V01,BFL-CAND-0023,ta7wile,ta7wile,تحويلة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0023-V03,BFL-CAND-0023,msar bedil,msar bedil,تحويلة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0023-V04,BFL-CAND-0023,ta7wili,ta7wili,تحويلة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0024-V01,BFL-CAND-0024,za7me,za7me,زحمة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0024-V03,BFL-CAND-0024,za7meh,za7meh,زحمة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0024-V05,BFL-CAND-0024,za7me ktir,za7me ktir,زحمة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0024-V06,BFL-CAND-0024,za7mit seer,za7mit seer,زحمة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0025-V01,BFL-CAND-0025,she3el,she3el,أعمال,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0025-V02,BFL-CAND-0025,shi3el,shi3el,أعمال,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0025-V04,BFL-CAND-0025,she3el tari2,she3el tari2,أعمال,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0025-V05,BFL-CAND-0025,fi she3el,fi she3el,أعمال,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0026-V01,BFL-CAND-0026,7afr,7afr,حفر / خندق,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0026-V02,BFL-CAND-0026,5ande2,5ande2,حفر / خندق,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0026-V06,BFL-CAND-0026,she3el 7afr,she3el 7afr,حفر / خندق,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0027-V01,BFL-CAND-0027,jrafe,jrafe,جرافة / حفارة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0027-V03,BFL-CAND-0027,7affar,7affar,جرافة / حفارة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0027-V04,BFL-CAND-0027,7affare,7affare,جرافة / حفارة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0031-V01,BFL-CAND-0031,shajar seket,shajar seket,شجرة ساقطة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0031-V02,BFL-CAND-0031,shajre sak3a,shajre sak3a,شجرة ساقطة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0031-V03,BFL-CAND-0031,shajar 3al tari2,shajar 3al tari2,شجرة ساقطة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0031-V04,BFL-CAND-0031,shajara saktet,shajara saktet,شجرة ساقطة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0032-V01,BFL-CAND-0032,sa5ra saktet,sa5ra saktet,صخرة / انزلاق تربة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0032-V02,BFL-CAND-0032,sa5ra 3al tari2,sa5ra 3al tari2,صخرة / انزلاق تربة,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0033-V01,BFL-CAND-0033,hobout ardi,hobout ardi,هبوط أرضي,ROADS,ROAD_COLLAPSE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0033-V02,BFL-CAND-0033,hobout l ard,hobout l ard,هبوط أرضي,ROADS,ROAD_COLLAPSE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0033-V03,BFL-CAND-0033,l ard nbset,l ard nbset,هبوط أرضي,ROADS,ROAD_COLLAPSE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0033-V05,BFL-CAND-0033,l tari2 nbesat,l tari2 nbesat,هبوط أرضي,ROADS,ROAD_COLLAPSE,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0034-V01,BFL-CAND-0034,tashaddo2at,tashaddo2at,تشقق / تشققات,ROADS,ROAD_CRACK,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0040-V01,BFL-CAND-0040,ketal kharsoune,ketal kharsoune,كتل خرسانية,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0040-V02,BFL-CAND-0040,l ketal,l ketal,كتل خرسانية,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0040-V03,BFL-CAND-0040,block kharsoune,block kharsoune,كتل خرسانية,ROADS,ROAD_BLOCKED,noun_infra,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0044-V01,BFL-CAND-0044,tsha22a2,tsha22a2,تشقق,ROADS,ROAD_CRACK,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0047-V01,BFL-CAND-0047,7awwalo l seer,7awwalo l seer,حوّل المرور,ROADS,ROAD_BLOCKED,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0047-V02,BFL-CAND-0047,3amelo ta7wile,3amelo ta7wile,حوّل المرور,ROADS,ROAD_BLOCKED,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0047-V03,BFL-CAND-0047,ta7wile sal3a,ta7wile sal3a,حوّل المرور,ROADS,ROAD_BLOCKED,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0047-V04,BFL-CAND-0047,7awwalo l tari2,7awwalo l tari2,حوّل المرور,ROADS,ROAD_BLOCKED,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0048-V01,BFL-CAND-0048,seket,seket,سقط / وقع,ROADS,ROAD_BLOCKED,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0048-V03,BFL-CAND-0048,we2e3,we2e3,سقط / وقع,ROADS,ROAD_BLOCKED,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0049-V02,BFL-CAND-0049,3am yi7fru,3am yi7fru,حفروا,ROADS,ROAD_BLOCKED,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0049-V03,BFL-CAND-0049,7afaret,7afaret,حفروا,ROADS,ROAD_BLOCKED,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0049-V04,BFL-CAND-0049,7afaro,7afaro,حفروا,ROADS,ROAD_BLOCKED,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
BFL-CAND-0050-V01,BFL-CAND-0050,n7arafet,n7arafet,انحرفت,ROADS,POTHOLE,verb,A,A_TIER_READY_FOR_NATIVE_REVIEW,P2_CORE_REVIEW_READY,A-tier low-risk non-support variant; still requires native review.,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,FALSE,FALSE
