﻿variant_id,candidate_id,variant,normalized_variant,arabic_normalization,sector,issue_type,category,tier,trust_status,review_priority,reason,review_status,reviewer_id,decision,second_reviewer_required,production_use_now
BFL-CAND-0102-V01,BFL-CAND-0102,3amoud kahraba,3amoud kahraba,عمود كهرباء,ELECTRICITY,EXPOSED_WIRE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0102-V02,BFL-CAND-0102,3amoud,3amoud,عمود كهرباء,ELECTRICITY,EXPOSED_WIRE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0102-V03,BFL-CAND-0102,poteau,poteau,عمود كهرباء,ELECTRICITY,EXPOSED_WIRE,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0102-V04,BFL-CAND-0102,3amoud l kahraba,3amoud l kahraba,عمود كهرباء,ELECTRICITY,EXPOSED_WIRE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0102-V05,BFL-CAND-0102,3amood kahraba,3amood kahraba,عمود كهرباء,ELECTRICITY,EXPOSED_WIRE,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0102-V06,BFL-CAND-0102,l 3amoud,l 3amoud,عمود كهرباء,ELECTRICITY,EXPOSED_WIRE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0103-V01,BFL-CAND-0103,fiyo,fiyo,فيوز / قاطع,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0103-V02,BFL-CAND-0103,fyou,fyou,فيوز / قاطع,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0103-V03,BFL-CAND-0103,fuse,fuse,فيوز / قاطع,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0103-V04,BFL-CAND-0103,2ate3,2ate3,فيوز / قاطع,ELECTRICITY,POWER_OUTAGE,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0103-V05,BFL-CAND-0103,disjoncteur,disjoncteur,فيوز / قاطع,ELECTRICITY,POWER_OUTAGE,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0103-V06,BFL-CAND-0103,l 2ate3,l 2ate3,فيوز / قاطع,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0104-V01,BFL-CAND-0104,lampe,lampe,لمبة / مصباح,ELECTRICITY,STREET_LIGHT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0104-V02,BFL-CAND-0104,l lampe,l lampe,لمبة / مصباح,ELECTRICITY,STREET_LIGHT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0104-V03,BFL-CAND-0104,lampit,lampit,لمبة / مصباح,ELECTRICITY,STREET_LIGHT,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0104-V04,BFL-CAND-0104,masba7,masba7,لمبة / مصباح,ELECTRICITY,STREET_LIGHT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0104-V05,BFL-CAND-0104,ampoule,ampoule,لمبة / مصباح,ELECTRICITY,STREET_LIGHT,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0104-V06,BFL-CAND-0104,masabi7,masabi7,لمبة / مصباح,ELECTRICITY,STREET_LIGHT,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0105-V01,BFL-CAND-0105,briz,briz,بريز / مقبس,ELECTRICITY,ALL_SUPPORT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0105-V02,BFL-CAND-0105,brees,brees,بريز / مقبس,ELECTRICITY,ALL_SUPPORT,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0105-V03,BFL-CAND-0105,prise,prise,بريز / مقبس,ELECTRICITY,ALL_SUPPORT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0105-V04,BFL-CAND-0105,briz kahraba,briz kahraba,بريز / مقبس,ELECTRICITY,ALL_SUPPORT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0105-V05,BFL-CAND-0105,prize,prize,بريز / مقبس,ELECTRICITY,ALL_SUPPORT,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0105-V06,BFL-CAND-0105,l briz,l briz,بريز / مقبس,ELECTRICITY,ALL_SUPPORT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0106-V01,BFL-CAND-0106,jadwal l kahraba,jadwal l kahraba,جدول الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0106-V02,BFL-CAND-0106,jadwal l EDL,jadwal l edl,جدول الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0106-V03,BFL-CAND-0106,jadwal l 2ata3,jadwal l 2ata3,جدول الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0106-V04,BFL-CAND-0106,maw3id l kahraba,maw3id l kahraba,جدول الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0106-V05,BFL-CAND-0106,sa3et l kahraba,sa3et l kahraba,جدول الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0106-V06,BFL-CAND-0106,sa3et l dawle,sa3et l dawle,جدول الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0107-V01,BFL-CAND-0107,amper moualid,amper moualid,أمبير المولد,ELECTRICITY,ALL_SUPPORT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0107-V03,BFL-CAND-0107,amper ta3na,amper ta3na,أمبير المولد,ELECTRICITY,ALL_SUPPORT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0107-V04,BFL-CAND-0107,l amper,l amper,أمبير المولد,ELECTRICITY,ALL_SUPPORT,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0107-V05,BFL-CAND-0107,amper ktir,amper ktir,أمبير المولد,ELECTRICITY,ALL_SUPPORT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0107-V06,BFL-CAND-0107,amper 2alil,amper 2alil,أمبير المولد,ELECTRICITY,ALL_SUPPORT,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0108-V01,BFL-CAND-0108,sa3et l kahraba,sa3et l kahraba,ساعات الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0108-V02,BFL-CAND-0108,sa3et l EDL,sa3et l edl,ساعات الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0108-V03,BFL-CAND-0108,kam sa3a 3andkon,kam sa3a 3andkon,ساعات الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0108-V04,BFL-CAND-0108,sa3et l dawle,sa3et l dawle,ساعات الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0108-V05,BFL-CAND-0108,sa3et l moualid,sa3et l moualid,ساعات الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,A,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
BFL-CAND-0108-V06,BFL-CAND-0108,ka2adet l kahraba,ka2adet l kahraba,ساعات الكهرباء,ELECTRICITY,POWER_OUTAGE,noun_infra,B,SECOND_REVIEW_REQUIRED_HIGH_RISK,P1_HITL_SAFETY_GRID_FLOOD,"High-risk sector/issue; keep HITL-only until second review. Ambiguity, if any, must be resolved inside second review.",PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_REVIEW,TRUE,FALSE
