﻿candidate_id,source_file,source_row_number,arabic_script,english,sector,issue_type,category,normalization,variant_1,variant_2,variant_3,variant_4,variant_5,variant_6,tiers,usage_note,review_priority,support_only,high_risk_second_review_required,allowed_uses,blocked_uses,promotion_target,review_status,reviewer_id,decision,must_not_auto_promote,quality_flags,created_at_utc,updated_at_utc,v2_candidate_status,v2_candidate_priority,v2_total_variants,v2_a_tier_ready_count,v2_b_tier_review_count,v2_high_risk_count,v2_quarantined_count,v2_recommended_first_action,v2_must_not_auto_promote
BFL-CAND-0014,build_full_lexicon.py,14,مطب,speed bump,ROADS,ROAD_DAMAGE,noun_infra,مطب,matab,matabb,mtab,l matab,matabeat,l matabeat,A/A/B/A/B/A,matab standard Lebanese; matabeat = speed bumps plural,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,6,4,2,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0015,build_full_lexicon.py,15,كاسر سرعة,speed breaker (descriptive),ROADS,ROAD_DAMAGE,noun_infra,كاسر سرعة,kaser sur3a,kasret sur3a,kasir sor3a,mukab3,kashir sur3a,,A/B/C/C/C,3=ع in sur3a/sor3a; mukab3 older slang,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,5,1,1,0,3,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0016,build_full_lexicon.py,16,جسر / كوبري,bridge / overpass,ROADS,ROAD_COLLAPSE,noun_infra,جسر / كوبري,jisr,koubri,kobri,jesr,l jisr,l koubri,A/A/A/B/A/A,jisr Arabic; koubri most Beiruti colloquial; both very common,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,6,5,1,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0017,build_full_lexicon.py,17,نفق,tunnel,ROADS,ROAD_BLOCKED,noun_infra,نفق,nafa2,nafa2a,nafeq,l nafa2,nfaq,nafeq ta7t l ard,A/B/B/A/C/B,2=ق; nafa2 most natural Lebanese,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,2,3,0,1,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0018,build_full_lexicon.py,18,حاجز,barrier / checkpoint,ROADS,ROAD_BLOCKED,noun_infra,حاجز,7ajez,7awajez,7ajiz,7ajez 7adid,7ajez kharsoune,barricade,A/B/B/B/B/B,7=ح required; 7awajez = barriers plural; kharsoune = concrete barrier,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,1,4,0,1,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0019,build_full_lexicon.py,19,خرسانة,concrete,ROADS,ALL_SUPPORT,noun_infra,خرسانة,kharsoune,5arsoune,kharssoun,beton,bton,béton,A/B/B/A/B/B,5=خ in 5arsoune preferred; beton French loanword very common,P3_SUPPORT_ONLY,TRUE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,GENERAL_WORD_BANK_OR_STOPLIST,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,LOANWORD_CODESWITCH_REVIEW;SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,GENERAL_SUPPORT_BATCH,P3,6,0,0,0,0,REVIEW_AS_GENERAL_SUPPORT_NOT_ROUTING,TRUE
BFL-CAND-0020,build_full_lexicon.py,20,علامة طريق,road marking / line,ROADS,ALL_SUPPORT,noun_infra,خطوط طريق,5outet arda,5outout tari2,5outet bayde,khoutout,l 5outet,dye tari2,A/A/A/B/B/C,5=خ in 5outout; 5outet arda = white lane marking,P3_SUPPORT_ONLY,TRUE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,GENERAL_WORD_BANK_OR_STOPLIST,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT;SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,GENERAL_SUPPORT_BATCH,P3,6,0,0,0,0,REVIEW_AS_GENERAL_SUPPORT_NOT_ROUTING,TRUE
BFL-CAND-0021,build_full_lexicon.py,21,إشارة ضوئية,traffic light,ROADS,ROAD_BLOCKED,noun_infra,إشارة ضوئية,feu,l feu,feu rouge,isharet dawiye,trafico,ishara,A/A/A/B/B/B,feu French loanword overwhelmingly dominant in Lebanon; feu rouge = red light,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,LOANWORD_CODESWITCH_REVIEW,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,6,3,3,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0022,build_full_lexicon.py,22,لافتة,road sign / billboard sign,ROADS,ALL_SUPPORT,noun_infra,لافتة,lafta,lafite,lawhat,l lafta,lafta sakat,lifte,A/A/B/A/A/B,lafta most common Lebanese; sakat = fell down; lawhat more MSA,P3_SUPPORT_ONLY,TRUE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,GENERAL_WORD_BANK_OR_STOPLIST,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,GENERAL_SUPPORT_BATCH,P3,6,0,0,0,0,REVIEW_AS_GENERAL_SUPPORT_NOT_ROUTING,TRUE
BFL-CAND-0023,build_full_lexicon.py,23,تحويلة,detour,ROADS,ROAD_BLOCKED,noun_infra,تحويلة,ta7wile,t7wile,msar bedil,ta7wili,ta7woleh,via bedil,A/B/A/A/C/C,7=ح; msar bedil = alternative route; ta7wile most natural,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,3,1,0,2,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0024,build_full_lexicon.py,24,زحمة,traffic jam / congestion,ROADS,ROAD_BLOCKED,noun_infra,زحمة,za7me,z7me,za7meh,za7ma,za7me ktir,za7mit seer,A/B/A/C/A/A,7=ح in za7me; za7mit seer = traffic congestion; z7me contracted,P2_VARIANT_RELIABILITY_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,C_TIER_VARIANTS_PRESENT;LOANWORD_CODESWITCH_REVIEW,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,4,1,0,1,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0025,build_full_lexicon.py,25,أعمال / شغلة,construction works,ROADS,ROAD_BLOCKED,noun_infra,أعمال,she3el,shi3el,ashghal,she3el tari2,fi she3el,a3mel tari2,A/A/B/A/A/B,3=ع in she3el and ashghal; she3el most Lebanese; a3mel = works,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,6,4,2,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0026,build_full_lexicon.py,26,حفر / خندق,excavation / trench,ROADS,ROAD_BLOCKED,noun_infra,حفر / خندق,7afr,5ande2,7afrit,5nde2,7ofra 5andou2,she3el 7afr,A/A/B/B/B/A,7=ح in 7afr/7afrit; 5=خ in 5ande2,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,NEEDS_REWRITE_BEFORE_IMPORT,P0,6,3,2,0,1,FIX_OR_REJECT_P0_VARIANTS,TRUE
BFL-CAND-0027,build_full_lexicon.py,27,جرافة,bulldozer / excavator,ROADS,ROAD_BLOCKED,noun_infra,جرافة / حفارة,jrafe,jrafi,7affar,7affare,buldozer,caterpillar,A/B/A/A/B/B,7=ح in 7affar; buldozer/caterpillar English loanwords common in Lebanon,P4_LOW_RISK_REVIEW,FALSE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,CORE_VOCAB_REVIEW,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,OK_CANDIDATE_REVIEW_REQUIRED,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,CORE_REVIEW_BATCH,P2,6,3,3,0,0,NATIVE_REVIEW_FOR_CORE_OR_VARIANT,TRUE
BFL-CAND-0028,build_full_lexicon.py,28,عمود إنارة,light pole / street lamp pole,ROADS,ALL_SUPPORT,noun_infra,عمود إنارة,3amoud nour,3amoud ishara,3amoud kahraba,3amoud,poteau,3amoud l share3,A/A/A/A/B/A,3=ع required; poteau French loanword also used,P3_SUPPORT_ONLY,TRUE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,GENERAL_WORD_BANK_OR_STOPLIST,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,LOANWORD_CODESWITCH_REVIEW;SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,GENERAL_SUPPORT_BATCH,P3,6,0,0,0,0,REVIEW_AS_GENERAL_SUPPORT_NOT_ROUTING,TRUE
BFL-CAND-0029,build_full_lexicon.py,29,ممر مشاة,pedestrian crossing,ROADS,ALL_SUPPORT,noun_infra,ممر مشاة,mammar msheh,mammar mshayye,zebra,passage piéton,5outout zebra,mammar,A/A/A/B/B/A,zebra most Beiruti slang for pedestrian crossing (from French/English),P3_SUPPORT_ONLY,TRUE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,GENERAL_WORD_BANK_OR_STOPLIST,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,LOANWORD_CODESWITCH_REVIEW;SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,GENERAL_SUPPORT_BATCH,P3,6,0,0,0,0,REVIEW_AS_GENERAL_SUPPORT_NOT_ROUTING,TRUE
BFL-CAND-0030,build_full_lexicon.py,30,موقف سيارات,parking lot / space,ROADS,ALL_SUPPORT,noun_infra,موقف سيارات,maw2ef,maw2af,parking,l parking,maw2ef sayyara,parkinge,A/B/A/A/A/B,2=ق in maw2ef; parking English loanword dominant in Lebanese,P3_SUPPORT_ONLY,TRUE,FALSE,oov_candidate_generation;stress_test_generation;normalization_support_after_review;variant_lookup_after_review,automatic_routing;automatic_severity_decision;automatic_core_promotion;oov_suppression_without_review,GENERAL_WORD_BANK_OR_STOPLIST,PENDING_NATIVE_REVIEW,UNASSIGNED,NEEDS_MORE_EVIDENCE,TRUE,LOANWORD_CODESWITCH_REVIEW;SUPPORT_ONLY_CONTEXT_NOT_ISSUE_LABEL,2026-05-20T12:01:33Z,2026-05-20T12:01:33Z,GENERAL_SUPPORT_BATCH,P3,6,0,0,0,0,REVIEW_AS_GENERAL_SUPPORT_NOT_ROUTING,TRUE
