candidate_id,arabic_script,english,sector,issue_type,category,variants,tier_notes,usage_notes,source_type,source_reference,dialect_region,confidence_level,false_friend_risk,risk_level,review_status,reviewer_id,decision,promotion_target,created_at,updated_at,cleanup_version,cleanup_reason,cleanup_at_utc
ARZ-CAND-0119,تعبنا,we are fed up,ALL,ALL,complaint_starter,tib3ana;ta3ebna;ma 3ad na2der;7etta b2ana,A/A/B/C,,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0120,مش معقول,unacceptable,ALL,ALL,complaint_starter,msh ma32oul;mish masmouh;ma binkhibit;msh normal,A/B/C/D,,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0121,الحكومة,the government,ALL,ALL,noun_entity,l 7ukume;dwalit;l 7akame;l hukume,A/B/B/B,,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0122,المسؤول,the responsible one,ALL,ALL,noun_entity,l mas2oul;l mas2oule;masoul;l khayyen,A/A/B/C,l khayyen = the traitor,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0124,وزارة الأشغال,Ministry of Public Works,ALL,ALL,noun_entity,wazaret l ashghal;ashghal;mpwt;wasaret l ashgal,A/B/B/C,MPWT entity,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0125,مصلحة المياه,water authority,ALL,ALL,noun_entity,maslahet l may;maslahit l may;may bl mantiqa,A/B/B,,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0126,كهرباء لبنان,EDL,ALL,ALL,noun_entity,kahraba lebnen;EDL;2idaret l kahraba,A/B/B,EDL entity,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0127,الداخلية,ISF/police,ALL,ALL,noun_entity,l dakhiliye;l shourta;amine 3am;police;ISF,A/B/B/C/C,ISF entity,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0128,الدفاع المدني,civil defence,ALL,ALL,noun_entity,l difa3 l madani;dfa3 madani;civil defense,A/B/C,,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0129,جمعية,NGO/association,ALL,ALL,noun_entity,jam3iye;jam3iyye;NGO;3indi 2tiras7,A/A/B/C,,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0130,محافظة,governorate,ALL,ALL,noun_entity,mou7afaza;mu7afaza;mhafaza,A/A/B,,PASTED_NATIVE_SEED,raw_pasted_expanded_rows.md,Beirut/Levant,MEDIUM,false,LOW,PENDING,UNASSIGNED,UNREVIEWED,,2026-05-18T13:11:00Z,2026-05-18T13:11:00Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0154,ناصية,corner,ROADS,ALL,noun_location,nasiye;nasye;nasiyet;l nasiye;3al nasiye;nasye l share3,A/B/B/A/A/A,no special markers; very common reference point in complaints,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,support_category:noun_location,2026-05-21T14:37:40Z
ARZ-CAND-0155,تقاطع,intersection,ROADS,ALL,noun_location,ta2ato3;ta2ate3;te2ato3;3al ta2ato3;ta2ato3 l share3ain;mfara2,A/B/B/A/A/A,2=ق and 3=ع both required; mfara2 = fork/split in road,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,support_category:noun_location,2026-05-21T14:37:40Z
ARZ-CAND-0203,وادي,wadi / valley,FLOODING,FLASH_FLOOD,noun_location,l wadi;wade;nahr;l nahr,A/B/B/B,wadi most natural; nahr = river (formal),BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,support_category:noun_location,2026-05-21T14:37:40Z
ARZ-CAND-0213,لصوص,thieves / burglars,SAFETY,SUSPICIOUS,noun_person,lsous;ssarimin;nas 3am yisra2ou;7arame;7arami,A/B/A/A/B,7=ح in 7arami; 3=ع in 3am; 7arami most Lebanese slang for thieves,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,true,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,support_category:noun_person,2026-05-21T14:37:40Z
ARZ-CAND-0215,كلاب ضالة,stray dogs,SAFETY,EXPOSED_HAZARD,noun_person,2lab daliye;2lab m5aliyye;2lab bi l share3;chien errant;fi 2lab,A/A/A/B/A,2=ق in 2lab; chien errant French term also used,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,support_category:noun_person,2026-05-21T14:37:40Z
ARZ-CAND-0216,قطط ضالة,stray cats,SAFETY,EXPOSED_HAZARD,noun_person,2ttet daliye;2ttet bi l 7ayye;2ttet ktir;2ttet wa7she,A/A/A/B,2=ق; 7=ح in 7ayye; stray cats are common complaint in waste/safety,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,support_category:noun_person,2026-05-21T14:37:40Z
ARZ-CAND-0225,مشكلة,problem,ALL,ALL,noun_civic,l mashkle,A,mashkle most common Lebanese,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0226,حل,solution,ALL,ALL,noun_civic,7ell;7al;7all;ma fi 7ell;la2o 7ell,A/A/A/A/A,7=ح required; 7ell most common,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0227,شكوى,complaint,ALL,ALL,noun_civic,shikwe;shekwe;shikwit;l shikwe;shikwe rasmiyi,A/A/B/A/B,shikwe most natural Lebanese,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0228,تقرير,report,ALL,ALL,noun_civic,ta2rir;ta2reer;ta2rir rasmi;report,A/A/A/B,2=ق in ta2rir; report English loanword also used,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0229,بلاغ,official report / notification,ALL,ALL,noun_civic,balagh;balaagh;l balagh;balla3;iballa3;tballe3,A/A/A/B/B/B,balagh = official report; balla3 = to report (verb form); 3=ع,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0230,مسؤول,official / responsible person,ALL,ALL,noun_person,mas2oulin;mas2uliyet meen,B/A,2=ق in mas2oul; very common in complaints,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0231,موظف,employee / civil servant,ALL,ALL,noun_person,mouwazzaf;mouazzaf;mouwazhzhaf;l mouwazzaf;mouwazzafin,A/A/B/A/B,mouwazzaf most standard; mouwazzafin = plural,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0232,مهندس,engineer,ALL,ALL,noun_person,muhandis;mouhandis;mohandis;l mohandis;mouhandis baladiyi,A/A/A/A/A,mouhandis most common Lebanese; baladiyi = municipal engineer,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0233,فني,technician,ALL,ALL,noun_person,fanne;feni;l fenne;fanni kahraba;fanni may,A/B/A/A/A,fenne most Lebanese; fanni kahraba = electrician; fanni may = plumber,BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,false,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
ARZ-CAND-0234,عامل,worker,ALL,ALL,noun_person,3amel;3amil;3ummal;l 3amel;shi3ghele,A/A/B/A/B,3=ع required; 3amel most natural; shi3ghele = workforce (informal),BUILD_LEXICON_SEED,build_lexicon.py,Beirut/Lebanon,MEDIUM,true,LOW,PENDING_NATIVE_REVIEW,UNASSIGNED,UNREVIEWED,,2026-05-19T11:45:16Z,2026-05-19T11:45:16Z,v13.1-candidate-bank-domain-cleanup,non_domain_sector:ALL,2026-05-21T14:37:40Z
