_id,userInputs,userID,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone
606e4e8df9af8b060ecb6733,"[{'userID': 1746, 'milesRequested': 100, 'WhPerMile': 350, 'minutesAvailable': 534, 'modifiedAt': 'Mon, 22 Mar 2021 22:58:26 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 23 Mar 2021 07:52:26 GMT', 'kWhRequested': 35.0}]",000001746,2_39_125_21_2021-03-22 22:58:15.669721,2-39-125-21,CA-311,0002,0039,"Mon, 22 Mar 2021 22:58:26 GMT","Mon, 22 Mar 2021 23:59:15 GMT",2.68,"Mon, 22 Mar 2021 23:58:55 GMT",America/Los_Angeles
606e4e8df9af8b060ecb6734,"[{'userID': 9471, 'milesRequested': 100, 'WhPerMile': 296, 'minutesAvailable': 480, 'modifiedAt': 'Tue, 23 Mar 2021 01:23:03 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 23 Mar 2021 09:23:03 GMT', 'kWhRequested': 29.6}]",000009471,2_39_81_4550_2021-03-23 01:22:54.194905,2-39-81-4550,11900388,0002,0039,"Tue, 23 Mar 2021 01:23:03 GMT","Tue, 23 Mar 2021 01:49:06 GMT",9.907,,America/Los_Angeles
606e4e8df9af8b060ecb6735,,,2_39_89_25_2021-03-23 01:54:07.738843,2-39-89-25,CA-315,0002,0039,"Tue, 23 Mar 2021 01:54:08 GMT","Tue, 23 Mar 2021 05:31:23 GMT",0.831,"Tue, 23 Mar 2021 05:32:10 GMT",America/Los_Angeles
606e4e8df9af8b060ecb6736,"[{'userID': 316, 'milesRequested': 70, 'WhPerMile': 290, 'minutesAvailable': 146, 'modifiedAt': 'Tue, 23 Mar 2021 03:57:43 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 23 Mar 2021 06:23:43 GMT', 'kWhRequested': 20.3}]",000000316,2_39_81_4550_2021-03-23 03:57:31.088927,2-39-81-4550,11900388,0002,0039,"Tue, 23 Mar 2021 03:57:43 GMT","Tue, 23 Mar 2021 04:56:19 GMT",7.242,,America/Los_Angeles
606fa013f9af8b0844f0a74b,"[{'userID': 5855, 'milesRequested': 300, 'WhPerMile': 286, 'minutesAvailable': 634, 'modifiedAt': 'Tue, 23 Mar 2021 15:31:20 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 24 Mar 2021 02:05:21 GMT', 'kWhRequested': 85.8}]",000005855,2_39_81_4550_2021-03-23 15:31:11.905417,2-39-81-4550,11900388,0002,0039,"Tue, 23 Mar 2021 15:31:21 GMT","Tue, 23 Mar 2021 16:23:15 GMT",7.749,,America/Los_Angeles
606fa013f9af8b0844f0a74c,,,2_39_139_28_2021-03-23 18:29:00.561004,2-39-139-28,CA-303,0002,0039,"Tue, 23 Mar 2021 18:29:01 GMT","Tue, 23 Mar 2021 19:39:05 GMT",0.854,"Tue, 23 Mar 2021 18:59:32 GMT",America/Los_Angeles
606fa013f9af8b0844f0a74d,"[{'userID': 9502, 'milesRequested': 50, 'WhPerMile': 310, 'minutesAvailable': 180, 'modifiedAt': 'Tue, 23 Mar 2021 20:16:16 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 23 Mar 2021 23:16:16 GMT', 'kWhRequested': 15.5}]",000009502,2_39_139_28_2021-03-23 20:16:10.980412,2-39-139-28,CA-303,0002,0039,"Tue, 23 Mar 2021 20:16:16 GMT","Wed, 24 Mar 2021 01:51:29 GMT",15.345,"Wed, 24 Mar 2021 00:31:44 GMT",America/Los_Angeles
606fa013f9af8b0844f0a74e,"[{'userID': 10176, 'milesRequested': 100, 'WhPerMile': 360, 'minutesAvailable': 480, 'modifiedAt': 'Tue, 23 Mar 2021 20:27:54 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 24 Mar 2021 04:27:54 GMT', 'kWhRequested': 36.0}]",000010176,2_39_81_4550_2021-03-23 20:27:40.541665,2-39-81-4550,11900388,0002,0039,"Tue, 23 Mar 2021 20:27:54 GMT","Tue, 23 Mar 2021 20:52:32 GMT",16.285,,America/Los_Angeles
606fa013f9af8b0844f0a74f,"[{'userID': 751, 'milesRequested': 10, 'WhPerMile': 333, 'minutesAvailable': 120, 'modifiedAt': 'Tue, 23 Mar 2021 20:31:48 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 23 Mar 2021 22:31:48 GMT', 'kWhRequested': 3.33}]",000000751,2_39_79_380_2021-03-23 20:31:36.438939,2-39-79-380,CA-489,0002,0039,"Tue, 23 Mar 2021 20:31:48 GMT","Wed, 24 Mar 2021 00:17:13 GMT",1.124,"Tue, 23 Mar 2021 20:49:50 GMT",America/Los_Angeles
606fa013f9af8b0844f0a750,"[{'userID': 1082, 'milesRequested': 20, 'WhPerMile': 290, 'minutesAvailable': 120, 'modifiedAt': 'Tue, 23 Mar 2021 21:34:25 GMT', 'paymentRequired': True, 'requestedDeparture': 'Tue, 23 Mar 2021 23:34:25 GMT', 'kWhRequested': 5.8}]",000001082,2_39_78_365_2021-03-23 21:34:16.372103,2-39-78-365,CA-321,0002,0039,"Tue, 23 Mar 2021 21:34:25 GMT","Wed, 24 Mar 2021 01:27:45 GMT",2.272,"Tue, 23 Mar 2021 22:41:56 GMT",America/Los_Angeles
606fa013f9af8b0844f0a751,"[{'userID': 10559, 'milesRequested': 200, 'WhPerMile': 256, 'minutesAvailable': 576, 'modifiedAt': 'Tue, 23 Mar 2021 23:25:00 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 24 Mar 2021 09:01:00 GMT', 'kWhRequested': 51.2}]",000010559,2_39_81_4550_2021-03-23 23:24:47.497081,2-39-81-4550,11900388,0002,0039,"Tue, 23 Mar 2021 23:25:00 GMT","Wed, 24 Mar 2021 00:03:02 GMT",28.643,,America/Los_Angeles
606fa013f9af8b0844f0a752,"[{'userID': 9508, 'milesRequested': 50, 'WhPerMile': 310, 'minutesAvailable': 480, 'modifiedAt': 'Tue, 23 Mar 2021 23:57:59 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 24 Mar 2021 07:58:00 GMT', 'kWhRequested': 15.5}]",000009508,2_39_129_17_2021-03-23 23:57:54.207294,2-39-129-17,CA-307,0002,0039,"Tue, 23 Mar 2021 23:58:00 GMT","Wed, 24 Mar 2021 01:51:53 GMT",7.843,"Wed, 24 Mar 2021 01:10:51 GMT",America/Los_Angeles
606fa013f9af8b0844f0a753,"[{'userID': 10180, 'milesRequested': 100, 'WhPerMile': 630, 'minutesAvailable': 480, 'modifiedAt': 'Wed, 24 Mar 2021 02:03:10 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 24 Mar 2021 10:03:10 GMT', 'kWhRequested': 63.0}]",000010180,2_39_139_28_2021-03-24 02:02:54.597026,2-39-139-28,CA-303,0002,0039,"Wed, 24 Mar 2021 02:03:10 GMT","Wed, 24 Mar 2021 15:43:22 GMT",38.449,"Wed, 24 Mar 2021 12:47:08 GMT",America/Los_Angeles
6070f18df9af8b0a68833f66,"[{'userID': 5594, 'milesRequested': 100, 'WhPerMile': 250, 'minutesAvailable': 480, 'modifiedAt': 'Wed, 24 Mar 2021 17:41:03 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 25 Mar 2021 01:41:03 GMT', 'kWhRequested': 25.0}]",000005594,2_39_139_28_2021-03-24 17:40:45.941771,2-39-139-28,CA-303,0002,0039,"Wed, 24 Mar 2021 17:41:03 GMT","Thu, 25 Mar 2021 02:21:49 GMT",6.174,"Wed, 24 Mar 2021 19:39:08 GMT",America/Los_Angeles
6070f18df9af8b0a68833f67,"[{'userID': 9048, 'milesRequested': 30, 'WhPerMile': 450, 'minutesAvailable': 180, 'modifiedAt': 'Wed, 24 Mar 2021 17:45:27 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 24 Mar 2021 20:45:28 GMT', 'kWhRequested': 13.5}]",000009048,2_39_79_379_2021-03-24 17:45:17.209711,2-39-79-379,CA-327,0002,0039,"Wed, 24 Mar 2021 17:45:28 GMT","Thu, 25 Mar 2021 00:53:45 GMT",9.919,"Wed, 24 Mar 2021 20:33:35 GMT",America/Los_Angeles
6070f18df9af8b0a68833f68,"[{'userID': 1293, 'milesRequested': 100, 'WhPerMile': 274, 'minutesAvailable': 480, 'modifiedAt': 'Wed, 24 Mar 2021 19:09:40 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 25 Mar 2021 03:09:41 GMT', 'kWhRequested': 27.4}]",000001293,2_39_81_4550_2021-03-24 19:09:20.567578,2-39-81-4550,11900388,0002,0039,"Wed, 24 Mar 2021 19:09:41 GMT","Wed, 24 Mar 2021 20:08:00 GMT",43.886,,America/Los_Angeles
6070f18df9af8b0a68833f69,"[{'userID': 1082, 'milesRequested': 20, 'WhPerMile': 290, 'minutesAvailable': 120, 'modifiedAt': 'Wed, 24 Mar 2021 19:13:11 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 24 Mar 2021 21:13:12 GMT', 'kWhRequested': 5.8}]",000001082,2_39_78_365_2021-03-24 19:12:52.867554,2-39-78-365,CA-321,0002,0039,"Wed, 24 Mar 2021 19:13:12 GMT","Wed, 24 Mar 2021 21:26:33 GMT",2.186,"Wed, 24 Mar 2021 20:18:32 GMT",America/Los_Angeles
6070f18df9af8b0a68833f6a,"[{'userID': 9502, 'milesRequested': 50, 'WhPerMile': 310, 'minutesAvailable': 180, 'modifiedAt': 'Wed, 24 Mar 2021 20:38:39 GMT', 'paymentRequired': True, 'requestedDeparture': 'Wed, 24 Mar 2021 23:38:40 GMT', 'kWhRequested': 15.5}]",000009502,2_39_131_30_2021-03-24 20:38:25.731247,2-39-131-30,CA-305,0002,0039,"Wed, 24 Mar 2021 20:38:40 GMT","Thu, 25 Mar 2021 02:42:12 GMT",16.037,"Thu, 25 Mar 2021 01:07:01 GMT",America/Los_Angeles
6070f18df9af8b0a68833f6b,"[{'userID': 10927, 'milesRequested': 20, 'WhPerMile': 380, 'minutesAvailable': 480, 'modifiedAt': 'Wed, 24 Mar 2021 20:59:16 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 25 Mar 2021 04:59:17 GMT', 'kWhRequested': 7.6}]",000010927,2_39_138_29_2021-03-24 20:59:06.717327,2-39-138-29,CA-304,0002,0039,"Wed, 24 Mar 2021 20:59:17 GMT","Thu, 25 Mar 2021 00:06:47 GMT",6.13,"Wed, 24 Mar 2021 22:56:18 GMT",America/Los_Angeles
6070f18df9af8b0a68833f6c,"[{'userID': 1746, 'milesRequested': 100, 'WhPerMile': 350, 'minutesAvailable': 534, 'modifiedAt': 'Wed, 24 Mar 2021 22:58:42 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 25 Mar 2021 07:52:42 GMT', 'kWhRequested': 35.0}]",000001746,2_39_125_21_2021-03-24 22:58:31.588620,2-39-125-21,CA-311,0002,0039,"Wed, 24 Mar 2021 22:58:42 GMT","Wed, 24 Mar 2021 23:58:04 GMT",2.929,"Wed, 24 Mar 2021 23:58:00 GMT",America/Los_Angeles
6070f18df9af8b0a68833f6d,"[{'userID': 10126, 'milesRequested': 100, 'WhPerMile': 283, 'minutesAvailable': 288, 'modifiedAt': 'Thu, 25 Mar 2021 00:08:33 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 25 Mar 2021 04:56:34 GMT', 'kWhRequested': 28.3}]",000010126,2_39_81_4550_2021-03-25 00:08:25.544980,2-39-81-4550,11900388,0002,0039,"Thu, 25 Mar 2021 00:08:34 GMT","Thu, 25 Mar 2021 02:39:21 GMT",3.296,,America/Los_Angeles
6070f18df9af8b0a68833f6e,"[{'userID': 1616, 'milesRequested': 190, 'WhPerMile': 283, 'minutesAvailable': 548, 'modifiedAt': 'Thu, 25 Mar 2021 02:39:37 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 25 Mar 2021 11:47:37 GMT', 'kWhRequested': 53.77}]",000001616,2_39_81_4550_2021-03-25 02:39:29.144475,2-39-81-4550,11900388,0002,0039,"Thu, 25 Mar 2021 02:39:37 GMT","Thu, 25 Mar 2021 03:49:51 GMT",15.76,,America/Los_Angeles
6070f18df9af8b0a68833f6f,"[{'userID': 1470, 'milesRequested': 100, 'WhPerMile': 284, 'minutesAvailable': 480, 'modifiedAt': 'Thu, 25 Mar 2021 04:15:59 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 25 Mar 2021 12:15:57 GMT', 'kWhRequested': 28.4}]",000001470,2_39_78_367_2021-03-25 04:15:56.648756,2-39-78-367,CA-494,0002,0039,"Thu, 25 Mar 2021 04:15:57 GMT","Thu, 25 Mar 2021 05:54:43 GMT",10.653,"Thu, 25 Mar 2021 05:54:39 GMT",America/Los_Angeles
6072430cf9af8b0c84ac7ebc,"[{'userID': 5855, 'milesRequested': 100, 'WhPerMile': 286, 'minutesAvailable': 480, 'modifiedAt': 'Thu, 25 Mar 2021 15:32:03 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 25 Mar 2021 23:32:03 GMT', 'kWhRequested': 28.6}]",000005855,2_39_81_4550_2021-03-25 15:31:53.638409,2-39-81-4550,11900388,0002,0039,"Thu, 25 Mar 2021 15:32:03 GMT","Thu, 25 Mar 2021 16:32:00 GMT",7.347,,America/Los_Angeles
6072430cf9af8b0c84ac7ebd,"[{'userID': 1185, 'milesRequested': 310, 'WhPerMile': 310, 'minutesAvailable': 894, 'modifiedAt': 'Thu, 25 Mar 2021 17:13:08 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 26 Mar 2021 08:07:08 GMT', 'kWhRequested': 96.1}]",000001185,2_39_88_24_2021-03-25 17:12:59.353069,2-39-88-24,CA-314,0002,0039,"Thu, 25 Mar 2021 17:13:08 GMT","Thu, 25 Mar 2021 18:46:52 GMT",11.022,"Thu, 25 Mar 2021 18:46:47 GMT",America/Los_Angeles
6072430cf9af8b0c84ac7ebe,"[{'userID': 9048, 'milesRequested': 30, 'WhPerMile': 450, 'minutesAvailable': 180, 'modifiedAt': 'Thu, 25 Mar 2021 17:38:49 GMT', 'paymentRequired': True, 'requestedDeparture': 'Thu, 25 Mar 2021 20:38:49 GMT', 'kWhRequested': 13.5}]",000009048,2_39_79_379_2021-03-25 17:38:45.438525,2-39-79-379,CA-327,0002,0039,"Thu, 25 Mar 2021 17:38:49 GMT","Fri, 26 Mar 2021 01:21:23 GMT",8.843,"Thu, 25 Mar 2021 20:06:50 GMT",America/Los_Angeles
6072430cf9af8b0c84ac7ebf,"[{'userID': 10927, 'milesRequested': 20, 'WhPerMile': 380, 'minutesAvailable': 480, 'modifiedAt': 'Thu, 25 Mar 2021 20:55:08 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 26 Mar 2021 04:55:09 GMT', 'kWhRequested': 7.6}]",000010927,2_39_138_29_2021-03-25 20:54:30.650205,2-39-138-29,CA-304,0002,0039,"Thu, 25 Mar 2021 20:55:09 GMT","Fri, 26 Mar 2021 00:03:11 GMT",6.098,"Thu, 25 Mar 2021 22:52:30 GMT",America/Los_Angeles
6072430cf9af8b0c84ac7ec0,"[{'userID': 1746, 'milesRequested': 100, 'WhPerMile': 350, 'minutesAvailable': 534, 'modifiedAt': 'Thu, 25 Mar 2021 21:15:03 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 26 Mar 2021 06:09:03 GMT', 'kWhRequested': 35.0}]",000001746,2_39_125_21_2021-03-25 21:14:53.585003,2-39-125-21,CA-311,0002,0039,"Thu, 25 Mar 2021 21:15:03 GMT","Thu, 25 Mar 2021 22:06:13 GMT",1.784,"Thu, 25 Mar 2021 21:53:28 GMT",America/Los_Angeles
6072430cf9af8b0c84ac7ec1,"[{'userID': 1616, 'milesRequested': 190, 'WhPerMile': 283, 'minutesAvailable': 548, 'modifiedAt': 'Thu, 25 Mar 2021 22:01:14 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 26 Mar 2021 07:09:14 GMT', 'kWhRequested': 53.77}]",000001616,2_39_81_4550_2021-03-25 22:00:59.192174,2-39-81-4550,11900388,0002,0039,"Thu, 25 Mar 2021 22:01:14 GMT","Thu, 25 Mar 2021 22:56:50 GMT",16.372,,America/Los_Angeles
6072430cf9af8b0c84ac7ec2,"[{'userID': 9502, 'milesRequested': 50, 'WhPerMile': 310, 'minutesAvailable': 180, 'modifiedAt': 'Fri, 26 Mar 2021 00:16:37 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 26 Mar 2021 03:16:37 GMT', 'kWhRequested': 15.5}]",000009502,2_39_139_28_2021-03-26 00:16:25.884225,2-39-139-28,CA-303,0002,0039,"Fri, 26 Mar 2021 00:16:37 GMT","Fri, 26 Mar 2021 02:50:31 GMT",9.33,"Fri, 26 Mar 2021 02:50:22 GMT",America/Los_Angeles
6072430cf9af8b0c84ac7ec3,"[{'userID': 11017, 'milesRequested': 150, 'WhPerMile': 434, 'minutesAvailable': 750, 'modifiedAt': 'Fri, 26 Mar 2021 01:02:24 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 26 Mar 2021 13:32:25 GMT', 'kWhRequested': 65.1}]",000011017,2_39_81_4550_2021-03-26 01:02:03.127616,2-39-81-4550,11900388,0002,0039,"Fri, 26 Mar 2021 01:02:25 GMT","Fri, 26 Mar 2021 02:27:23 GMT",40.516,,America/Los_Angeles
6072430cf9af8b0c84ac7ec4,"[{'userID': 316, 'milesRequested': 70, 'WhPerMile': 290, 'minutesAvailable': 146, 'modifiedAt': 'Fri, 26 Mar 2021 03:01:27 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 26 Mar 2021 05:27:27 GMT', 'kWhRequested': 20.3}]",000000316,2_39_81_4550_2021-03-26 03:01:22.985669,2-39-81-4550,11900388,0002,0039,"Fri, 26 Mar 2021 03:01:27 GMT","Fri, 26 Mar 2021 03:55:58 GMT",14.359,,America/Los_Angeles
6073948df9af8b0eab2eb385,"[{'userID': 3424, 'milesRequested': 150, 'WhPerMile': 280, 'minutesAvailable': 480, 'modifiedAt': 'Fri, 26 Mar 2021 16:23:43 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 27 Mar 2021 00:23:44 GMT', 'kWhRequested': 42.0}]",000003424,2_39_79_378_2021-03-26 16:23:22.012247,2-39-79-378,CA-326,0002,0039,"Fri, 26 Mar 2021 16:23:44 GMT","Sat, 27 Mar 2021 00:18:11 GMT",46.531,"Fri, 26 Mar 2021 23:52:42 GMT",America/Los_Angeles
6073948df9af8b0eab2eb386,"[{'userID': 9502, 'milesRequested': 50, 'WhPerMile': 310, 'minutesAvailable': 180, 'modifiedAt': 'Fri, 26 Mar 2021 17:01:24 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 26 Mar 2021 20:01:25 GMT', 'kWhRequested': 15.5}]",000009502,2_39_139_28_2021-03-26 17:01:11.578171,2-39-139-28,CA-303,0002,0039,"Fri, 26 Mar 2021 17:01:25 GMT","Fri, 26 Mar 2021 18:23:47 GMT",4.988,"Fri, 26 Mar 2021 18:23:42 GMT",America/Los_Angeles
6073948df9af8b0eab2eb387,"[{'userID': 710, 'milesRequested': 100, 'WhPerMile': 283, 'minutesAvailable': 480, 'modifiedAt': 'Fri, 26 Mar 2021 17:20:25 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 27 Mar 2021 01:20:26 GMT', 'kWhRequested': 28.3}]",000000710,2_39_81_4550_2021-03-26 17:20:19.988457,2-39-81-4550,11900388,0002,0039,"Fri, 26 Mar 2021 17:20:26 GMT","Fri, 26 Mar 2021 18:17:36 GMT",25.272,,America/Los_Angeles
6073948df9af8b0eab2eb388,"[{'userID': 1185, 'milesRequested': 310, 'WhPerMile': 310, 'minutesAvailable': 894, 'modifiedAt': 'Fri, 26 Mar 2021 17:20:45 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 27 Mar 2021 08:14:45 GMT', 'kWhRequested': 96.1}]",000001185,2_39_88_24_2021-03-26 17:20:38.350197,2-39-88-24,CA-314,0002,0039,"Fri, 26 Mar 2021 17:20:45 GMT","Fri, 26 Mar 2021 19:02:02 GMT",6.226,"Fri, 26 Mar 2021 18:22:56 GMT",America/Los_Angeles
6073948df9af8b0eab2eb389,"[{'userID': 1293, 'milesRequested': 220, 'WhPerMile': 274, 'minutesAvailable': 635, 'modifiedAt': 'Fri, 26 Mar 2021 18:28:41 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 27 Mar 2021 05:03:41 GMT', 'kWhRequested': 60.28}]",000001293,2_39_81_4550_2021-03-26 18:28:08.357971,2-39-81-4550,11900388,0002,0039,"Fri, 26 Mar 2021 18:28:41 GMT","Fri, 26 Mar 2021 19:25:42 GMT",28.257,,America/Los_Angeles
6073948df9af8b0eab2eb38a,"[{'userID': 5594, 'milesRequested': 100, 'WhPerMile': 250, 'minutesAvailable': 480, 'modifiedAt': 'Fri, 26 Mar 2021 18:37:11 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 27 Mar 2021 02:37:11 GMT', 'kWhRequested': 25.0}]",000005594,2_39_139_28_2021-03-26 18:36:58.576651,2-39-139-28,CA-303,0002,0039,"Fri, 26 Mar 2021 18:37:11 GMT","Sat, 27 Mar 2021 04:13:15 GMT",5.415,"Fri, 26 Mar 2021 20:22:45 GMT",America/Los_Angeles
6073948df9af8b0eab2eb38b,"[{'userID': 2680, 'milesRequested': 100, 'WhPerMile': 227, 'minutesAvailable': 480, 'modifiedAt': 'Fri, 26 Mar 2021 19:26:26 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 27 Mar 2021 03:26:27 GMT', 'kWhRequested': 22.7}]",000002680,2_39_81_4550_2021-03-26 19:26:16.034681,2-39-81-4550,11900388,0002,0039,"Fri, 26 Mar 2021 19:26:27 GMT","Fri, 26 Mar 2021 20:38:48 GMT",37.655,,America/Los_Angeles
