union_id,union_name_ar,union_name_en,member_registry_id,member_municipality_id,member_municipality_key,member_municipality_name_en,member_municipality_name_ar,district_en,governorate_en,source_id,source_url,confidence,verification_status,last_checked,notes
UNI-002,,Federation of Municipalities of Jourd Al-Ala-Bhamdoun,MUN-DGLAC-50345,50345,al_mashrefah,Al Mashrefah,المشرفة,Aalay,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-50345.
UNI-002,,Federation of Municipalities of Jourd Al-Ala-Bhamdoun,MUN-DGLAC-49904,49904,batater,Batater,بتاتر,Aalay,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-49904.
UNI-002,,Federation of Municipalities of Jourd Al-Ala-Bhamdoun,MUN-DGLAC-49940,49940,bdeghan,Bdeghan,بدغان,Aalay,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-49940.
UNI-002,,Federation of Municipalities of Jourd Al-Ala-Bhamdoun,MUN-DGLAC-49913,49913,bhamdoun_al_dayaa,Bhamdoun Al Dayaa,بحمدون الضيعة,Aalay,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-49913.
UNI-002,,Federation of Municipalities of Jourd Al-Ala-Bhamdoun,MUN-DGLAC-50129,50129,chanehye,Chanehye,شانيه,Aalay,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-50129.
UNI-002,,Federation of Municipalities of Jourd Al-Ala-Bhamdoun,MUN-DGLAC-50120,50120,charoun,Charoun,شارون,Aalay,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-50120.
UNI-002,,Federation of Municipalities of Jourd Al-Ala-Bhamdoun,MUN-DGLAC-50165,50165,sofar,Sofar,صوفر,Aalay,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-50165.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48470,48470,al_kalaa,Al Kalaa,القلعة,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48470.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48450,48450,al_karya,Al Karya,القرية,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48450.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48460,48460,al_kosiba,Al-Kosiba,القصيبة,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48460.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48380,48380,al_urbaniyah_al_dalibah,Al-Urbaniyah-Al-Dalibah,العربانية-الدليبة,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48380.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48032,48032,arsoun,Arsoun,أرصون,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48032.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48113,48113,bmariam,Bmariam,بمريم,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48113.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48049,48049,btekhniyeh,Btekhniyeh,بتخنيه,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48049.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-64833,64833,bzebdine,Bzebdine,بزبدين,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-64833.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48290,48290,deir_el_harf,Deir El Harf,دير الحرف,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48290.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48270,48270,hammana,Hammana,حمانا,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48270.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48173,48173,hasbaya,Hasbaya,حاصبيا,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48173.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48683,48683,hilalia,Hilalia,الهلالية,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48683.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48133,48133,jewar_al_haouz,Jewar Al Haouz,جوار الحوز,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48133.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48143,48143,jouret_arsoun,Jouret Arsoun,جورة أرصون,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48143.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48480,48480,kfarselwan,Kfarselwan,كفرسلوان,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48480.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48280,48280,khuraibeh,Khuraibeh,الخريبة,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48280.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48420,48420,qabi,Qabi`,قبيع,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48420.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48440,48440,qornayel,Qornayel,قرنايل,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48440.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48430,48430,qortada,Qortada,قرطاضة,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48430.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48300,48300,ras_al_harf,Ras Al Harf,رأس الحرف,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48300.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48310,48310,ras_al_matn,Ras al-Matn,رأس المتن,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48310.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48320,48320,ruwayset_el_ballout,Ruwayset El Ballout,رويسة البلوط,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48320.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48330,48330,shabaniya,Shabaniya,الشبانية,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48330.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48340,48340,shuwit,Shuwit,شويت,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48340.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48123,48123,tarshish,Tarshish,ترشيش,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48123.
UNI-003,,Federation of Al-Matn Al-Ala Municipalities,MUN-DGLAC-48350,48350,salima,salima,صليما,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48350.
UNI-004,,Federation of Southern Suburb Municipalities,MUN-DGLAC-48510,48510,al_muraijeh_tahweta_al_ghadeer_al_lailka,Al-Muraijeh-Tahweta Al-Ghadeer-Al-Lailka,المريجة-تحويطة الغدير-الليلكة,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48510.
UNI-004,,Federation of Southern Suburb Municipalities,MUN-DGLAC-48059,48059,burj_al_barajneh,Burj al-Barajneh,برج البراجنة,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48059.
UNI-004,,Federation of Southern Suburb Municipalities,MUN-DGLAC-48390,48390,ghobeiry,Ghobeiry,الغبيري,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48390.
UNI-004,,Federation of Southern Suburb Municipalities,MUN-DGLAC-48153,48153,haret_hreik,Haret Hreik,حارة حريك,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48153.
UNI-005,,Federation of the Southern Matn Coast Municipalities,MUN-DGLAC-48360,48360,arayya,Arayya,عاريا,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48360.
UNI-005,,Federation of the Southern Matn Coast Municipalities,MUN-DGLAC-64850,64850,chiyah,Chiyah,الشياح,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-64850.
UNI-005,,Federation of the Southern Matn Coast Municipalities,MUN-DGLAC-48410,48410,furn_el_chebbak_ain_el_remmaneh_tahwitet_el_nahr,Furn El Chebbak - Ain El Remmaneh - Tahwitet El Nahr,فرن الشباك-عين الرمانة-تحويطة النهر,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48410.
UNI-005,,Federation of the Southern Matn Coast Municipalities,MUN-DGLAC-48163,48163,hazmieh,Hazmieh,الحازمية,Baabda,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-48163.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52107,52107,ahmouch,Ahmouch,اهمج,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52107.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52278,52278,ain_al_gowayba,Ain Al Gowayba,عين الغويبة,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52278.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52161,52161,al_aqoura,Al Aqoura,العاقورة,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52161.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52242,52242,al_mansaf,Al Mansaf,المنصف,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52242.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52170,52170,amshit,Amshit,عمشيت,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52170.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52188,52188,fatri,Fatri,فتري,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52188.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52152,52152,halat,Halat,حالات,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52152.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52143,52143,jaj,Jaj,جاج,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52143.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52089,52089,jbeil,Jbeil,جبيل,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52089.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52215,52215,lassa,Lassa,لاسا,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52215.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52251,52251,mifouk_al_qattara,Mifouk Al Qattara,ميفوق القطارة,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52251.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52260,52260,nahr_ibrahim,Nahr Ibrahim,نهر ابراهيم,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52260.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52206,52206,qartaba,Qartaba,قرطبا,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52206.
UNI-006,,Federation of Municipalities of Jbeil District,MUN-DGLAC-52134,52134,tartij,Tartij,ترتج,Byblos,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-52134.
UNI-007,,Federation of As-Suwaijani Municipalities,MUN-DGLAC-51315,51315,ain_ouzain,Ain Ouzain,عين وزين,El Chouf,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-51315.
UNI-007,,Federation of As-Suwaijani Municipalities,MUN-DGLAC-51297,51297,ainab,Ainab,عينبال,El Chouf,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-51297.
UNI-007,,Federation of As-Suwaijani Municipalities,MUN-DGLAC-51270,51270,aitryoun,Aitryoun,عترين,El Chouf,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-51270.
UNI-007,,Federation of As-Suwaijani Municipalities,MUN-DGLAC-51369,51369,al_kholouniyeh,Al Kholouniyeh,الكحلونية,El Chouf,Mount Lebanon,SRC-DGLAC-MUNI-FEDS,https://www.dglac.gov.lb/en/web/guest/municipal-federations,medium,dglac_extracted,2026-05-30,DGLAC row-level materialization from municipality_unions.csv on 2026-06-02. union_membership_token=MUN-DGLAC-51369.
