global_row,source_file,line_number,uuid,split,style_type,audit_status,flag_count,flags,current_label,current_sector,current_issue,metadata_label,suggested_label,suggested_sector,suggested_issue,top_sector,top_sector_score,top_issue,top_issue_score,needs_human_review,confidence,is_municipal_complaint,source_arabizi,assistant_json,evidence_terms,matched_terms,notes
1742,cidarfix_v29_batch8_train_v14_enriched.jsonl,1742,48e006ad-7cff-4b8a-8204-6756745d047f,train,real_world_hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,high,False,wlak 2e3dem chou ba3edkon natrin la tiji wasta w ydahrou,"{""confidence"": ""high"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
1811,cidarfix_v29_batch8_train_v14_enriched.jsonl,1811,6a806fbf-78ec-4aa0-a04d-8a9a70e99d5e,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ROADS,12,ROADS/road_crack,6,False,low,False,lech fi chi mazbout bhal balad l zefet alla yer7am mesriyetak ya sadi2i laenno akid ma ra7 yerja3o laenno akid fi chi mas2oul kalb fesid houwi stalam malaffak w tari2 ness l mosriye,"{""confidence"": ""low"", ""evidence_terms"": [""kalb"", ""zefet""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kalb"", ""zefet""]",zefet,"bad/offensive language present — treat as tone/noise, not routing evidence"
1923,cidarfix_v29_batch8_train_v14_enriched.jsonl,1923,c74d700c-950c-4f12-9c92-518186a6e8ab,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,shou hal balad l zeft sar yalleh fa2eer yet3azzab bi fo2ro w yalleh ma3o ershein byokhtfoulo wledo wlek tfeh 3a heik balad 2al bi 2oulo lal moghtarib rja3 3a lebnen shi bi 2al3i,"{""confidence"": ""low"", ""evidence_terms"": [""rja3""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""rja3""]",,"bad/offensive language present — treat as tone/noise, not routing evidence"
2079,cidarfix_v29_batch8_train_v14_enriched.jsonl,2079,91a72c38-a290-dca0-330f-6e748eaf7d13,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,lek baddna n3ref meen l mas2oul ma3 raf2ate just question,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2095,cidarfix_v29_batch8_train_v14_enriched.jsonl,2095,1963cac0-de32-49b3-a500-6008a2d4aff4,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,SAFETY,6,SAFETY/street_dog_attack_risk,6,False,low,False,mich ejrna ayrna bta2eftak ya ousama chahal w bl kbeer bl emme taba3ak w b akbar dawle seme3 ya khanzeer leich ya ekhwet l charmouta chu khalayto b hal balad ma sra2tou w nhabtou ba3d ya kleb,"{""confidence"": ""low"", ""evidence_terms"": [""kleb""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kleb""]",kleb,"bad/offensive language present — treat as tone/noise, not routing evidence"
2138,cidarfix_v29_batch8_train_v14_enriched.jsonl,2138,5992fc3c-4cde-03e8-f6be-2af0aaf1129b,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,lek baddna n3ref meen l mas2oul mesh 3aref,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2186,cidarfix_v29_batch8_train_v14_enriched.jsonl,2186,1cdb999d-515f-46e1-b4e0-b4ccc7d40411,train,real_world_hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,high,False,eh yala hala2 rebhet zahleh el jamel w eza allah rad rah nerbah bel intikhabet akid akid akid :),"{""confidence"": ""high"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2209,cidarfix_v29_batch8_train_v14_enriched.jsonl,2209,bf00f8b1-a89b-43ee-b506-5c1c676cc59d,train,real_world_hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,high,False,akid mafia awalon soher l3aziz gebran w lmalayine,"{""confidence"": ""high"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2223,cidarfix_v29_batch8_train_v14_enriched.jsonl,2223,0af4be09-56dd-4eb1-b59e-5d4cfa9b2c0c,train,real_world_hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,medium,False,mnchn hek 3m yefchal nezel a3ad b berj hamoud 3l zbele ba3den eje telephon 7emel 7alo w fal kif bikun hek za3im,"{""confidence"": ""medium"", ""evidence_terms"": [""zbele""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""zbele""]",,
2339,cidarfix_v29_batch8_train_v14_enriched.jsonl,2339,71a9cb76-fc32-618c-7c2d-10b9273c25c9,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,lek baddna n3ref meen l mas2oul bel beit ma ela 3ale2a bel baladiye ktir 3anjad,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2541,cidarfix_v29_batch8_train_v14_enriched.jsonl,2541,6458592a-22de-494c-9d62-f341a5623a19,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,medium,False,balad khara byeswa zabre men akbaro la azgharo w ayre bhek dawle zbele mazel ra2is ma 3endoun w kel wahad zaber ma3o chwet masare bya3melle mafia,"{""confidence"": ""medium"", ""evidence_terms"": [""zbele""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""zbele""]",,"bad/offensive language present — treat as tone/noise, not routing evidence"
2661,cidarfix_v29_batch8_train_v14_enriched.jsonl,2661,3309bc6a-053c-9a86-5c91-c6e5251d554d,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,baddna n3ref meen l mas2oul men gher moshkle baladiye bade et2akad,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2703,cidarfix_v29_batch8_train_v14_enriched.jsonl,2703,bd32417f-25a8-7915-c5aa-82e9d0b6a011,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,ya zalame baddna n3ref meen l mas2oul men shway just question w 7ada yrd,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2744,cidarfix_v29_batch8_train_v14_enriched.jsonl,2744,d7b87d6f-7263-3656-ae0e-77b12ff01022,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,MUNICIPAL_SERVICES,6,MUNICIPAL_SERVICES/repair_not_done,6,False,low,False,plz baddna n3ref meen l mas2oul bel shoghol mesh 3aref ktir 3anjad,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],shoghol,
2764,cidarfix_v29_batch8_train_v14_enriched.jsonl,2764,d4a2a344-04a7-bfb8-2eba-3b1528dd2340,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,baddna n3ref meen l mas2oul la bokra w bas ya3ne,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2804,cidarfix_v29_batch8_train_v14_enriched.jsonl,2804,dac6cf51-590c-a814-2bb4-7d83c489e9c4,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,lek baddna n3ref meen l mas2oul ma3 raf2ate lol ya3ne,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2880,cidarfix_v29_batch8_train_v14_enriched.jsonl,2880,f4a1f84e-e344-409a-8ab6-f80e973dd426,train,real_world,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ROADS,12,ROADS/road_crack,6,False,low,False,ma ejena min souriya elllla l erheb l atel wil kharab l 3ama chou hal balad l zefet bekrah souriyaaa w yaret mnech7atoun kellounnnn min baladna,"{""confidence"": ""low"", ""evidence_terms"": [""zefet""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""zefet""]",zefet,
2898,cidarfix_v29_batch8_train_v14_enriched.jsonl,2898,ddc365eb-a57f-e960-bc0b-f4b020fab504,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,ya zalame baddna n3ref meen l mas2oul la bokra bade et2akad?,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2915,cidarfix_v29_batch8_train_v14_enriched.jsonl,2915,62ca4a5b-82af-41c2-ae72-762ff9a39de8,train,real_world_hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,sar fi kmn banet btsou2 motoyet w mohtaramin wl shabeb fi mennon chghlon 3l moto wl moto mch za3rane bs hyye wasilet mowasale :),"{""confidence"": ""low"", ""evidence_terms"": [""moto""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""moto""]",,
2916,cidarfix_v29_batch8_train_v14_enriched.jsonl,2916,caba018e-3169-48d5-b61a-dd00afc08a6f,train,real_world_hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,ana bade es2alak ya admin w bet7adek tjewib be sara7a eza hayda le 3ql moto eben shi wazir aw ne2ib aw shi za3im sho ken sar fik,"{""confidence"": ""low"", ""evidence_terms"": [""moto""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""moto""]",,
2977,cidarfix_v29_batch8_train_v14_enriched.jsonl,2977,bd5d8f00-5d3c-1f9c-161b-3a56fc03153a,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,lek baddna n3ref meen l mas2oul ma3 raf2ate mesh 3aref ktir 3anjad,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
2992,cidarfix_v29_batch8_train_v14_enriched.jsonl,2992,63321ac4-cdfe-7668-2c60-9dead435df7f,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,lek baddna n3ref meen l mas2oul ma ela 3ale2a bel baladiye!,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
3151,cidarfix_v29_batch8_train_v14_enriched.jsonl,3151,4d1e5a3a-c1f5-4aad-b4db-3bb61c9cf737,train,real_world,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,ya set diana nehna nour ou nar lebnen laou badna mne5erko bs 3am njareb nhafez adma fina la ydal hal balad bs emta btoula3 marah tontife betmana 3laike tehtame bel tabe7 ou chou badik bel siese afdal,"{""confidence"": ""low"", ""evidence_terms"": [""nar""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""nar""]",,
3408,cidarfix_v29_batch8_train_v14_enriched.jsonl,3408,d4e3808e-a422-4f21-b4fb-bddf244c2b74,train,real_world,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,TRANSPORTATION,12,ROADS/broken_sidewalk,6,False,low,False,mawakeb sayaaraaaa hahahahaha hayde 3alam rej3a men she8la w 3el2ane bl 3aj2a keloun max 10 cars fi 3alayoun a3lem w nezlin nzalo 3al majles nte5bo ra2iiis w 3melo mouzaharet lal zbele li 7a t8etikoun b hal balad,"{""confidence"": ""low"", ""evidence_terms"": [""zbele""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""zbele""]",3aj2a; 3alam; cars,
3553,cidarfix_v29_batch8_train_v14_enriched.jsonl,3553,e8b65d9a-be78-486c-be21-298de72c5837,train,real_world,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,SAFETY,6,SAFETY/street_dog_attack_risk,6,False,low,False,la byet5abo be khouf wala be mgarat m5abayin kel wa7ad ta7t gata siyese wkel kalb men kleb hal dawle 3am yestafid arbe7 wbas ybatlo yestafido kleb ldawle besiro ltojar yelej2o la lkhoufe wl mgarat bas mesh be7aje 2ela 👌,"{""confidence"": ""low"", ""evidence_terms"": [""kalb"", ""kleb""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kalb"", ""kleb""]",kleb,
3597,cidarfix_v29_batch8_train_v14_enriched.jsonl,3597,f8029d4e-bca7-4e93-941f-41738096be0a,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,medium,False,lk tfehhhhh 3a hal balad rah hal shab heik bsherbet may allah maywafe2on min ma keino yikouno wo yirhamo brahimto 😢,"{""confidence"": ""medium"", ""evidence_terms"": [""may""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""may""]",,"bad/offensive language present — treat as tone/noise, not routing evidence"
