global_row,source_file,line_number,uuid,split,style_type,audit_status,flag_count,flags,current_label,current_sector,current_issue,metadata_label,suggested_label,suggested_sector,suggested_issue,top_sector,top_sector_score,top_issue,top_issue_score,needs_human_review,confidence,is_municipal_complaint,source_arabizi,assistant_json,evidence_terms,matched_terms,notes
253,cidarfix_v29_batch8_train_v14_enriched.jsonl,253,9deed129-c275-406c-be94-d5ca9d790663,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,WASTE/insufficient_info,WASTE,insufficient_info,WASTE/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,ENVIRONMENT,6,ENVIRONMENT/water_pollution,6,True,low,True,l sakafe wl a5le2 wl ta7ador yali mesh mawjoudin b nfouskon l sawda tfeh jarastou 7elkon 7al2a zbele w e3lem azbal,"{""confidence"": ""low"", ""evidence_terms"": [""zbele""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WASTE/insufficient_info"", ""sector"": ""WASTE""}], ""label"": ""WASTE/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WASTE""}","[""zbele""]",sawda,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
259,cidarfix_v29_batch8_train_v14_enriched.jsonl,259,92d49f12-e0f0-4dab-ac52-a2213e7cd4a9,train,single,REVIEW,1,LABEL_NOT_IN_SCENARIO_INVENTORY,TELECOM/line_fault,TELECOM,line_fault,TELECOM/line_fault,,,,,0,,0,False,high,True,3an jad el 5at waqaf w ma reje3 men khamse iyem,"{""confidence"": ""high"", ""evidence_terms"": [""5at waqaf""], ""is_municipal_complaint"": true, ""issue_type"": ""line_fault"", ""issues"": [{""issue_type"": ""line_fault"", ""label"": ""TELECOM/line_fault"", ""sector"": ""TELECOM""}], ""label"": ""TELECOM/line_fault"", ""needs_human_review"": false, ""sector"": ""TELECOM""}","[""5at waqaf""]",,
262,cidarfix_v29_batch8_train_v14_enriched.jsonl,262,132ac072-eb55-4b39-9b38-9aa1e9f339b8,train,real_world_hard_negative,BLOCK,3,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA|THREAT_OR_VIOLENT_LANGUAGE,OTHER/insufficient_info,OTHER,insufficient_info,OTHER/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,False,li bi de2 l beb byesma3 l jaweb li bijib siret may chidiac aw l ouwet badna nik l 5alafo min ma ken ykoun yala galops,"{""confidence"": ""low"", ""evidence_terms"": [""may""], ""is_municipal_complaint"": false, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""OTHER/insufficient_info"", ""sector"": ""OTHER""}], ""label"": ""OTHER/insufficient_info"", ""needs_human_review"": true, ""sector"": ""OTHER""}","[""may""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal; violent or threatening language present — manual safety review"
286,cidarfix_v29_batch8_train_v14_enriched.jsonl,286,755daa6f-3fd9-463b-88c0-743c7871506a,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,WASTE/insufficient_info,WASTE,insufficient_info,WASTE/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,SAFETY,6,SAFETY/street_dog_attack_risk,6,True,low,True,jobran kalb ne7na l2asel nena li dafa3na 3an trab lwatan min enta wmin heda 3awn me7ma badna n7esebkon mech terikh ya watawit be3tou lwatan krmel chou ma badi 2oul tarikh badou y7esebkon ne7na tarikh ya kleb w2yem jeye,"{""confidence"": ""low"", ""evidence_terms"": [""kalb"", ""kleb""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WASTE/insufficient_info"", ""sector"": ""WASTE""}], ""label"": ""WASTE/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WASTE""}","[""kalb"", ""kleb""]",kleb,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
299,cidarfix_v29_batch8_train_v14_enriched.jsonl,299,b99e6205-adfc-4539-acf2-31b4d913e744,train,real_world_hard_negative,BLOCK,3,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA|THREAT_OR_VIOLENT_LANGUAGE,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,False,medium,False,jhanam te5dak ya kalb,"{""confidence"": ""medium"", ""evidence_terms"": [""kalb""], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kalb""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal; violent or threatening language present — manual safety review"
300,cidarfix_v29_batch8_train_v14_enriched.jsonl,300,10a58d6a-9eb4-489c-a9f0-387d323a6004,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,False,high,False,eno ma am befham ya ri2asset el jamhouriyi la elon ya byotraho houloul khara,"{""confidence"": ""high"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
313,cidarfix_v29_batch8_train_v14_enriched.jsonl,313,8e949464-a7c5-4b43-acc5-9b850253fde4,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,WASTE/insufficient_info,WASTE,insufficient_info,WASTE/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,True,hiye mech zbele yali 3a tari2 bada chel yali bado chel hal siysiye el zbele 3a tari2 arham menon tfeh 3a hek dawle,"{""confidence"": ""low"", ""evidence_terms"": [""zbele""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WASTE/insufficient_info"", ""sector"": ""WASTE""}], ""label"": ""WASTE/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WASTE""}","[""zbele""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
423,cidarfix_v29_batch8_train_v14_enriched.jsonl,423,1ba7efc0-971c-4534-b3d9-c7f259caf5a7,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,False,medium,False,lwo ba3ref win abrak ya kalb la eje nik samaaak ya ebin le chileke,"{""confidence"": ""medium"", ""evidence_terms"": [""kalb""], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kalb""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
454,cidarfix_v29_batch8_train_v14_enriched.jsonl,454,1af708aa-9e50-4976-8fcf-a869750a66cb,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/not_municipal,OTHER,not_municipal,OTHER/not_municipal,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,False,high,False,khalas ba2a kis ekht l jala2an,"{""confidence"": ""high"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""not_municipal"", ""issues"": [{""issue_type"": ""not_municipal"", ""label"": ""OTHER/not_municipal"", ""sector"": ""OTHER""}], ""label"": ""OTHER/not_municipal"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
495,cidarfix_v29_batch8_train_v14_enriched.jsonl,495,c8202a9b-b07e-462f-8793-4507458c0f0e,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,WATER/insufficient_info,WATER,insufficient_info,WATER/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,SAFETY,6,SAFETY/street_dog_attack_risk,6,True,low,True,bou taymour nek ekhto lal balad starja pierre cokanji 7eke bekhef mnil ayr el gharib el ghedar ycheko bas 3am bya3mel abaday 3a ref2ato el khara la2an ma fi khatar ynikou,"{""confidence"": ""low"", ""evidence_terms"": [""gharib""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WATER/insufficient_info"", ""sector"": ""WATER""}], ""label"": ""WATER/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WATER""}","[""gharib""]",khatar,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
496,cidarfix_v29_batch8_train_v14_enriched.jsonl,496,c40ea6b7-94cc-4cae-bf8d-379cd2fd43a6,train,real_world_hard_negative,REVIEW,1,POLITICAL_MIXED_INFRA,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ELECTRICITY,18,ELECTRICITY/partial_phase_outage,6,False,high,False,leha shefnekon bwizaret l kahraba leh ma shefna mi2ati mnu mn kl l siyesiyin aw kif leh hl za3rane mabsutin e7tilel nshalla bteklu atel la tfarmu,"{""confidence"": ""high"", ""evidence_terms"": [""kahraba""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba""]",kahraba,political framing present but actionable infrastructure signal detected — label determined by complaint content
497,cidarfix_v29_batch8_train_v14_enriched.jsonl,497,5a448846-0d7c-de6c-958b-d07f09d384d6,train,hard_negative,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,lek baddna n3ref meen l mas2oul lol?,"{""confidence"": ""low"", ""evidence_terms"": [], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}",[],,
501,cidarfix_v29_batch8_train_v14_enriched.jsonl,501,e80812ad-4427-4cf1-a5f2-dfdb50dbbbc6,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/insufficient_info,OTHER,insufficient_info,OTHER/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,False,sar lal 5ara mara w sar ye7louf 3aleyha bl tala2 chou hal zbele heda wahab la 7ata ykoun ma3o mawkab w kamen ma yetfatach ley min mfaker 7alo hal kalb,"{""confidence"": ""low"", ""evidence_terms"": [""kalb"", ""zbele""], ""is_municipal_complaint"": false, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""OTHER/insufficient_info"", ""sector"": ""OTHER""}], ""label"": ""OTHER/insufficient_info"", ""needs_human_review"": true, ""sector"": ""OTHER""}","[""kalb"", ""zbele""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
515,cidarfix_v29_batch8_train_v14_enriched.jsonl,515,0c298ae3-8e17-4107-9e66-56b4bc479767,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,WASTE/insufficient_info,WASTE,insufficient_info,WASTE/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,True,chouf ya hannibaghel habib elchartoutouni w antoun saade taba3ak nar jhanam 3am tekeloun w jeyi dawrak w dawer yali metlak ariban ya kalb,"{""confidence"": ""low"", ""evidence_terms"": [""kalb"", ""nar""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WASTE/insufficient_info"", ""sector"": ""WASTE""}], ""label"": ""WASTE/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WASTE""}","[""kalb"", ""nar""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
523,cidarfix_v29_batch8_train_v14_enriched.jsonl,523,31cf6393-9f17-6eeb-b7e2-6b7006c3bbbb,train,single,BLOCK,1,POSSIBLE_ISSUE_MISMATCH,WASTE/damaged_bin,WASTE,damaged_bin,WASTE/damaged_bin,WASTE/overflowing_bin,WASTE,overflowing_bin,WASTE,30,WASTE/overflowing_bin,12,False,high,True,2lebe maksoura 2oddem l bayt w l akyas 3al ard ya3ne,"{""confidence"": ""high"", ""evidence_terms"": [""2lebe maksoura"", ""akyas""], ""is_municipal_complaint"": true, ""issue_type"": ""damaged_bin"", ""issues"": [{""issue_type"": ""damaged_bin"", ""label"": ""WASTE/damaged_bin"", ""sector"": ""WASTE""}], ""label"": ""WASTE/damaged_bin"", ""needs_human_review"": false, ""sector"": ""WASTE""}","[""2lebe maksoura"", ""akyas""]",2lebe; akyas; akyas 3al ard,
536,cidarfix_v29_batch8_train_v14_enriched.jsonl,536,ba6f4e04-e22f-4cd4-876d-a7b70c0926ac,train,real_world_hard_negative,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,OTHER/insufficient_info,OTHER,insufficient_info,OTHER/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,False,enta 5ras wo 3od 3a janab law fe dawle mo7tarame kenet enta bel 7abes ya kalb,"{""confidence"": ""low"", ""evidence_terms"": [""kalb""], ""is_municipal_complaint"": false, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""OTHER/insufficient_info"", ""sector"": ""OTHER""}], ""label"": ""OTHER/insufficient_info"", ""needs_human_review"": true, ""sector"": ""OTHER""}","[""kalb""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
652,cidarfix_v29_batch8_train_v14_enriched.jsonl,652,97894524-fd33-4fb8-b29a-9331f220857e,train,real_world,BLOCK,2,PROFANITY_IN_COMPLAINT|ABUSIVE_LANGUAGE_NO_INFRA,WATER/insufficient_info,WATER,insufficient_info,WATER/insufficient_info,OTHER/abusive_or_profane_language,OTHER,abusive_or_profane_language,,0,,0,True,low,True,chou hal soura metl lbaj3a metl dofd3a ayre bhql manzar chaklo chakl hayawen gharib,"{""confidence"": ""low"", ""evidence_terms"": [""gharib""], ""is_municipal_complaint"": true, ""issue_type"": ""insufficient_info"", ""issues"": [{""issue_type"": ""insufficient_info"", ""label"": ""WATER/insufficient_info"", ""sector"": ""WATER""}], ""label"": ""WATER/insufficient_info"", ""needs_human_review"": true, ""sector"": ""WATER""}","[""gharib""]",,"bad/offensive language present — treat as tone/noise, not routing evidence; abusive/profane row has no strong actionable infrastructure signal"
696,cidarfix_v29_batch8_train_v14_enriched.jsonl,696,aca120d6-feac-4613-b706-d9a2a5581851,train,single,REVIEW,1,LABEL_NOT_IN_SCENARIO_INVENTORY,TELECOM/connectivity_issue,TELECOM,connectivity_issue,TELECOM/connectivity_issue,,,,TELECOM,24,TELECOM/intermittent_internet,6,False,high,True,Internet mesh yeji 3end baytna men sbou3en iza bitfaddalo,"{""confidence"": ""high"", ""evidence_terms"": [""internet mesh yeji"", ""sbou3en""], ""is_municipal_complaint"": true, ""issue_type"": ""connectivity_issue"", ""issues"": [{""issue_type"": ""connectivity_issue"", ""label"": ""TELECOM/connectivity_issue"", ""sector"": ""TELECOM""}], ""label"": ""TELECOM/connectivity_issue"", ""needs_human_review"": false, ""sector"": ""TELECOM""}","[""internet mesh yeji"", ""sbou3en""]",internet,
698,cidarfix_v29_batch8_train_v14_enriched.jsonl,698,f6f5c3fe-db66-461a-a149-691b4af26f3b,train,real_world,BLOCK,1,POLITICAL_STATEMENT,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,,0,,0,False,low,False,barke btnt5bo 8yron la hal mas2oulin 7ajj bt7oto el 7a2 3layon w btrja3o e5er el nhar de2 el may heye may mtl el 8anammmm 3ala ente5abet w 3am bshmol kell el mas2oulin mnl mayltennn,"{""confidence"": ""low"", ""evidence_terms"": [""may""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""may""]",,
