global_row,source_file,line_number,uuid,split,style_type,audit_status,flag_count,flags,current_label,current_sector,current_issue,metadata_label,suggested_label,suggested_sector,suggested_issue,top_sector,top_sector_score,top_issue,top_issue_score,needs_human_review,confidence,is_municipal_complaint,source_arabizi,assistant_json,evidence_terms,matched_terms,notes
23238,cidarfix_v29_batch8_train_v14_enriched.jsonl,23238,cd24fdd9-51f5-4a2f-a1b0-4083035caf8a,train,real_world,REVIEW,1,POLITICAL_MIXED_INFRA,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ELECTRICITY,18,ELECTRICITY/partial_phase_outage,6,False,high,False,jablo tiyyara b malyoun dollar w ne7na ma 3enna kahraba (ps ana mesh ma3 wala 7ezeb siyese cz habile li byel7a2 za3im w3ou ya hebel ),"{""confidence"": ""high"", ""evidence_terms"": [""kahraba""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba""]",kahraba,political framing present but actionable infrastructure signal detected — label determined by complaint content
23931,cidarfix_v29_batch8_train_v14_enriched.jsonl,23931,2cb7b9f5-09bf-440c-89d1-7337afd67a63,train,real_world_hard_negative,REVIEW,1,POLITICAL_MIXED_INFRA,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ELECTRICITY,18,ELECTRICITY/partial_phase_outage,6,False,high,False,mitl ma l zibali nawjode b shwari3 l kahraba ma 3m tije eila sa3tan ma bas wizarit l biea kol l wizarat izza bitrido ahsan ma yser fi kalam tani,"{""confidence"": ""high"", ""evidence_terms"": [""kahraba""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba""]",kahraba,political framing present but actionable infrastructure signal detected — label determined by complaint content
33536,cidarfix_v29_batch8_train_v14_enriched.jsonl,33536,c589d549-4703-4c0b-87ba-912b2b211b31,train,real_world,REVIEW,1,POLITICAL_MIXED_INFRA,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ELECTRICITY,18,ELECTRICITY/partial_phase_outage,6,False,high,False,badal ma y7awlo hal zbele la ta2a badal hal kahraba tdall ten2ute3 bemardo sha3bon la khalsein men l ri7a wala l microb yalle 3am tmardune feih dawle feshle w sha3eb efshal 7aj te7ko albna men l 7amed lewe,"{""confidence"": ""high"", ""evidence_terms"": [""kahraba"", ""zbele"", ""ta2a""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba"", ""zbele"", ""ta2a""]",kahraba,political framing present but actionable infrastructure signal detected — label determined by complaint content
49006,cidarfix_v29_batch8_train_v14_enriched.jsonl,49006,362e586d-1643-4424-a677-689d94cc020b,train,real_world_hard_negative,BLOCK,2,POLITICAL_MIXED_INFRA|POTENTIAL_MUNICIPAL_RESCUE,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,ELECTRICITY/power_outage,ELECTRICITY,power_outage,ELECTRICITY,30,ELECTRICITY/power_outage,18,False,high,False,3ala kol l wizarat ma bas 3ala wizarit l biea mitl ma fi zbale bil ard kaman ma fi kahraba niso basil sho 3imil wil 3awniye,"{""confidence"": ""high"", ""evidence_terms"": [""kahraba""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba""]",kahraba; ma fi kahraba,political framing present but actionable infrastructure signal detected — label determined by complaint content
52074,cidarfix_v29_batch8_train_v14_enriched.jsonl,52074,58cf7415-aee7-41be-8b7b-657a7d2974eb,train,real_world_hard_negative,REVIEW,1,POLITICAL_MIXED_INFRA,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ELECTRICITY,18,ELECTRICITY/partial_phase_outage,6,False,high,False,ah ya 2ento aw la ahad lesh lama ento ya tayar nzelto wem kenet kahraba wel may wala bas ka2ed gesh w ra2es sheyfen,"{""confidence"": ""high"", ""evidence_terms"": [""kahraba"", ""may""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba"", ""may""]",kahraba,political framing present but actionable infrastructure signal detected — label determined by complaint content
62782,cidarfix_v29_batch8_train_v14_enriched.jsonl,62782,f97d3347-ae4f-469a-b45d-07b83d5208a0,train,real_world,REVIEW,1,POLITICAL_MIXED_INFRA,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ELECTRICITY,18,ELECTRICITY/partial_phase_outage,6,False,high,False,choufou chou badkoun ta3imlo kamen bil mas2oulin 3an l kahraba w bi li 3am yisir2o l daman,"{""confidence"": ""high"", ""evidence_terms"": [""kahraba""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba""]",kahraba,political framing present but actionable infrastructure signal detected — label determined by complaint content
75655,cidarfix_v29_batch8_val_v14_enriched.jsonl,100,1624ec7d-84b3-46d8-8d08-97d9b3a4a9d2,val,real_world_hard_negative,REVIEW,1,POLITICAL_MIXED_INFRA,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ELECTRICITY,18,ELECTRICITY/partial_phase_outage,6,False,low,False,chou ya man chou sar be kahraba yalla chrahle kamen eza enta ndif farjini kachef hsebak el mafroud hek ta3emlo abel wa ba3ed el 3amalak el siyese,"{""confidence"": ""low"", ""evidence_terms"": [""kahraba""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba""]",kahraba,political framing present but actionable infrastructure signal detected — label determined by complaint content
76770,cidarfix_v29_batch8_val_v14_enriched.jsonl,1215,700e879c-b6a5-4a1a-8ec2-95f715b18019,val,real_world_hard_negative,BLOCK,2,POLITICAL_MIXED_INFRA|POTENTIAL_MUNICIPAL_RESCUE,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,ELECTRICITY/power_outage,ELECTRICITY,power_outage,ELECTRICITY,30,ELECTRICITY/power_outage,18,False,low,False,hhhh eh la2an 7ezbolah da5al b souriya ma fi kahraba bi lebnen w ma fi may w 60 melyar den 3emeloun 7ezbolah mch tayar l mesta2bal hhh habal wala habal,"{""confidence"": ""low"", ""evidence_terms"": [""kahraba"", ""may""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba"", ""may""]",kahraba; ma fi kahraba; ma fi may,political framing present but actionable infrastructure signal detected — label determined by complaint content
76935,cidarfix_v29_batch8_val_v14_enriched.jsonl,1380,319f63a5-1f65-42a7-9a5c-24458534d3cb,val,real_world,REVIEW,1,POLITICAL_MIXED_INFRA,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ELECTRICITY,18,ELECTRICITY/partial_phase_outage,6,False,low,False,they will always eat greedy leaders 3al alileh 3touh shi lal sha3b may ndif ba7r baleish kahraba srna b 3ahd 21 kl el bldein 3am b 7ottou ta2a shamseyeh 40sine sar2 kahraba daya3na frsa bl intikhabet bas eyyem la 2dem,"{""confidence"": ""low"", ""evidence_terms"": [""kahraba"", ""may""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba"", ""may""]",kahraba,political framing present but actionable infrastructure signal detected — label determined by complaint content
81826,cidarfix_v29_batch8_val_v14_enriched.jsonl,6271,2e63696f-1bb9-475a-95e9-5a891d3f2a0b,val,real_world,REVIEW,1,POLITICAL_MIXED_INFRA,OTHER/political_statement,OTHER,political_statement,OTHER/political_statement,,,,ELECTRICITY,18,ELECTRICITY/partial_phase_outage,6,False,low,False,hhhh chou hayda hala2 tafat7ou 3younoun wayn kanou kal halwa2at puffffffff mech rah yazbout chie be halbalad leanou hal balad mafih kahraba w may w gaz w w w w mdrrrrr 😖😓,"{""confidence"": ""low"", ""evidence_terms"": [""kahraba"", ""may""], ""is_municipal_complaint"": false, ""issue_type"": ""political_statement"", ""issues"": [{""issue_type"": ""political_statement"", ""label"": ""OTHER/political_statement"", ""sector"": ""OTHER""}], ""label"": ""OTHER/political_statement"", ""needs_human_review"": false, ""sector"": ""OTHER""}","[""kahraba"", ""may""]",kahraba,political framing present but actionable infrastructure signal detected — label determined by complaint content
