f97d3347-ae4f-469a-b45d-07b83d5208a0,POLITICAL,"auto-decided: political demand/venting, no specific locatable infra event",ELECTRICITY/insufficient_info,OTHER/political_statement,choufou chou badkoun ta3imlo kamen bil mas2oulin 3an l kahraba w bi li 3am yisir2o l daman
58cf7415-aee7-41be-8b7b-657a7d2974eb,POLITICAL,"auto-decided: political demand/venting, no specific locatable infra event",OTHER/not_municipal,OTHER/political_statement,ah ya 2ento aw la ahad lesh lama ento ya tayar nzelto wem kenet kahraba wel may wala bas ka2ed gesh w ra2es sheyfen
f97d3347-ae4f-469a-b45d-07b83d5208a0,POLITICAL,"auto-decided: political demand/venting, no specific locatable infra event",ELECTRICITY/insufficient_info,OTHER/political_statement,choufou chou badkoun ta3imlo kamen bil mas2oulin 3an l kahraba w bi li 3am yisir2o l daman
cd24fdd9-51f5-4a2f-a1b0-4083035caf8a,POLITICAL,"auto-decided: political demand/venting, no specific locatable infra event",ELECTRICITY/insufficient_info,OTHER/political_statement,jablo tiyyara b malyoun dollar w ne7na ma 3enna kahraba (ps ana mesh ma3 wala 7ezeb siyese cz habile li byel7a2 za3im w3ou ya hebel )
1624ec7d-84b3-46d8-8d08-97d9b3a4a9d2,POLITICAL,"auto-decided: political demand/venting, no specific locatable infra event",OTHER/insufficient_info,OTHER/political_statement,chou ya man chou sar be kahraba yalla chrahle kamen eza enta ndif farjini kachef hsebak el mafroud hek ta3emlo abel wa ba3ed el 3amalak el siyese
700e879c-b6a5-4a1a-8ec2-95f715b18019,POLITICAL,"auto-decided: political demand/venting, no specific locatable infra event",OTHER/insufficient_info,OTHER/political_statement,hhhh eh la2an 7ezbolah da5al b souriya ma fi kahraba bi lebnen w ma fi may w 60 melyar den 3emeloun 7ezbolah mch tayar l mesta2bal hhh habal wala habal
319f63a5-1f65-42a7-9a5c-24458534d3cb,POLITICAL,"auto-decided: political demand/venting, no specific locatable infra event",ELECTRICITY/insufficient_info,OTHER/political_statement,they will always eat greedy leaders 3al alileh 3touh shi lal sha3b may ndif ba7r baleish kahraba srna b 3ahd 21 kl el bldein 3am b 7ottou ta2a shamseyeh 40sine sar2 kahraba daya3na frsa bl intikhabet bas eyyem la 2dem
700e879c-b6a5-4a1a-8ec2-95f715b18019,POLITICAL,"auto-decided: political demand/venting, no specific locatable infra event",OTHER/insufficient_info,OTHER/political_statement,hhhh eh la2an 7ezbolah da5al b souriya ma fi kahraba bi lebnen w ma fi may w 60 melyar den 3emeloun 7ezbolah mch tayar l mesta2bal hhh habal wala habal
2e63696f-1bb9-475a-95e9-5a891d3f2a0b,NOT_MUN,"auto-decided: political demand/venting, no specific locatable infra event",ELECTRICITY/insufficient_info,OTHER/not_municipal,hhhh chou hayda hala2 tafat7ou 3younoun wayn kanou kal halwa2at puffffffff mech rah yazbout chie be halbalad leanou hal balad mafih kahraba w may w gaz w w w w mdrrrrr 😖😓
319f63a5-1f65-42a7-9a5c-24458534d3cb,POLITICAL,"auto-decided: political demand/venting, no specific locatable infra event",ELECTRICITY/insufficient_info,OTHER/political_statement,they will always eat greedy leaders 3al alileh 3touh shi lal sha3b may ndif ba7r baleish kahraba srna b 3ahd 21 kl el bldein 3am b 7ottou ta2a shamseyeh 40sine sar2 kahraba daya3na frsa bl intikhabet bas eyyem la 2dem
1624ec7d-84b3-46d8-8d08-97d9b3a4a9d2,POLITICAL,"auto-decided: political demand/venting, no specific locatable infra event",OTHER/insufficient_info,OTHER/political_statement,chou ya man chou sar be kahraba yalla chrahle kamen eza enta ndif farjini kachef hsebak el mafroud hek ta3emlo abel wa ba3ed el 3amalak el siyese
2e63696f-1bb9-475a-95e9-5a891d3f2a0b,NOT_MUN,"auto-decided: political demand/venting, no specific locatable infra event",ELECTRICITY/insufficient_info,OTHER/not_municipal,hhhh chou hayda hala2 tafat7ou 3younoun wayn kanou kal halwa2at puffffffff mech rah yazbout chie be halbalad leanou hal balad mafih kahraba w may w gaz w w w w mdrrrrr 😖😓
