session_id,station_id,space_id,site_id,cluster_id,connection_time,disconnect_time,done_charging,kwh_delivered,user_id,timezone,duration_hr,charge_time_hr,idle_time_hr,arrival_hour,departure_hour,day_of_week,is_weekend,month,year,date,avg_charge_kw
5bc90cb9f9af8b0d7fe77cfd,2-39-88-438,CA-502,0002,0039,2018-04-25 22:42:48+00:00,2018-04-25 23:36:11+00:00,2018-04-25 23:18:46+00:00,1.304,,America/Los_Angeles,0.8897222222222222,0.5994444444444444,0.2902777777777778,22.7,23.6,2,0,4,2018,2018-04-25,2.175
5bc90cb9f9af8b0d7fe77cfe,2-39-79-380,CA-489,0002,0039,2018-04-26 00:02:16+00:00,2018-04-26 02:11:35+00:00,2018-04-26 02:00:58+00:00,11.466,,America/Los_Angeles,2.1552777777777776,1.9783333333333333,0.17694444444444443,0.03,2.18,3,0,4,2018,2018-04-26,5.796
5bc90cb9f9af8b0d7fe77cff,2-39-79-379,CA-327,0002,0039,2018-04-26 00:03:03+00:00,2018-04-26 04:31:41+00:00,2018-04-26 03:32:19+00:00,11.695,,America/Los_Angeles,4.477222222222222,3.4877777777777776,0.9894444444444445,0.05,4.52,3,0,4,2018,2018-04-26,3.353
5bc90cb9f9af8b0d7fe77d00,2-39-88-438,CA-502,0002,0039,2018-04-26 00:05:36+00:00,2018-04-26 00:31:05+00:00,2018-04-26 00:30:52+00:00,2.87,,America/Los_Angeles,0.4247222222222222,0.4211111111111111,0.003611111111111111,0.08,0.52,3,0,4,2018,2018-04-26,6.815
5bc90cb9f9af8b0d7fe77d01,2-39-79-381,CA-490,0002,0039,2018-04-26 00:07:10+00:00,2018-04-26 04:17:45+00:00,2018-04-26 01:16:50+00:00,2.264,,America/Los_Angeles,4.176388888888889,1.1611111111111112,3.015277777777778,0.12,4.28,3,0,4,2018,2018-04-26,1.95
5bc90cb9f9af8b0d7fe77d02,2-39-78-367,CA-494,0002,0039,2018-04-26 01:21:28+00:00,2018-04-26 11:31:13+00:00,2018-04-26 09:20:00+00:00,1.02,,America/Los_Angeles,10.1625,7.975555555555555,2.1869444444444444,1.35,11.52,3,0,4,2018,2018-04-26,0.128
5bc90cb9f9af8b0d7fe77d03,2-39-139-28,CA-303,0002,0039,2018-04-26 01:40:29+00:00,2018-04-26 04:00:22+00:00,2018-04-26 02:32:53+00:00,5.023,,America/Los_Angeles,2.3313888888888887,0.8733333333333333,1.4580555555555557,1.67,4.0,3,0,4,2018,2018-04-26,5.752
5bc90cb9f9af8b0d7fe77d04,2-39-127-19,CA-309,0002,0039,2018-04-26 01:48:55+00:00,2018-04-26 04:00:36+00:00,2018-04-26 03:18:33+00:00,8.693,,America/Los_Angeles,2.194722222222222,1.4938888888888888,0.7008333333333333,1.8,4.0,3,0,4,2018,2018-04-26,5.819
5bc90cb9f9af8b0d7fe77d05,2-39-138-29,CA-304,0002,0039,2018-04-26 01:49:57+00:00,2018-04-26 03:48:38+00:00,2018-04-26 02:41:30+00:00,4.915,,America/Los_Angeles,1.9780555555555555,0.8591666666666666,1.1188888888888888,1.82,3.8,3,0,4,2018,2018-04-26,5.721
5bc90cb9f9af8b0d7fe77d06,2-39-123-23,CA-313,0002,0039,2018-04-26 02:17:10+00:00,2018-04-26 04:29:39+00:00,2018-04-26 04:29:34+00:00,13.892,,America/Los_Angeles,2.2080555555555557,2.2066666666666666,0.001388888888888889,2.28,4.48,3,0,4,2018,2018-04-26,6.295
5bc90cb9f9af8b0d7fe77d07,2-39-128-18,CA-308,0002,0039,2018-04-26 02:25:14+00:00,2018-04-26 02:36:24+00:00,2018-04-26 02:36:19+00:00,1.155,,America/Los_Angeles,0.18611111111111112,0.18472222222222223,0.001388888888888889,2.42,2.6,3,0,4,2018,2018-04-26,6.253
5bc90cb9f9af8b0d7fe77d08,2-39-95-27,CA-319,0002,0039,2018-04-26 02:36:02+00:00,2018-04-26 04:38:47+00:00,2018-04-26 04:34:34+00:00,11.891,,America/Los_Angeles,2.0458333333333334,1.9755555555555555,0.07027777777777777,2.6,4.63,3,0,4,2018,2018-04-26,6.019
5bc90cb9f9af8b0d7fe77d09,2-39-91-437,CA-317,0002,0039,2018-04-26 02:49:57+00:00,2018-04-26 04:24:44+00:00,2018-04-26 04:00:57+00:00,6.956,,America/Los_Angeles,1.5797222222222222,1.1833333333333333,0.3963888888888889,2.82,4.4,3,0,4,2018,2018-04-26,5.878
5bc90cb9f9af8b0d7fe77d0a,2-39-128-18,CA-308,0002,0039,2018-04-26 03:07:04+00:00,2018-04-26 03:30:00+00:00,2018-04-26 03:29:55+00:00,2.568,,America/Los_Angeles,0.38222222222222224,0.38083333333333336,0.001388888888888889,3.12,3.5,3,0,4,2018,2018-04-26,6.743
5bc90cb9f9af8b0d7fe77d0b,2-39-79-378,CA-326,0002,0039,2018-04-26 03:13:44+00:00,2018-04-26 16:47:48+00:00,2018-04-26 05:32:35+00:00,6.503,,America/Los_Angeles,13.567777777777778,2.3141666666666665,11.25361111111111,3.22,16.78,3,0,4,2018,2018-04-26,2.81
5bc90cb9f9af8b0d7fe77d0c,2-39-125-559,CA-505,0002,0039,2018-04-26 03:33:58+00:00,2018-04-26 05:36:31+00:00,2018-04-26 04:46:04+00:00,2.272,,America/Los_Angeles,2.0425,1.2016666666666667,0.8408333333333333,3.55,5.6,3,0,4,2018,2018-04-26,1.891
5bc90cb9f9af8b0d7fe77d0d,2-39-139-28,CA-303,0002,0039,2018-04-26 06:20:56+00:00,2018-04-26 14:09:01+00:00,2018-04-26 14:08:56+00:00,13.926,,America/Los_Angeles,7.801388888888889,7.8,0.001388888888888889,6.33,14.15,3,0,4,2018,2018-04-26,1.785
5bc91212f9af8b0d98ff68ca,2-39-78-364,CA-495,0002,0039,2018-04-26 11:31:17+00:00,2018-04-26 12:51:36+00:00,2018-04-26 12:51:30+00:00,4.632,,America/Los_Angeles,1.3386111111111112,1.3369444444444445,0.0016666666666666668,11.52,12.85,3,0,4,2018,2018-04-26,3.465
5bc91212f9af8b0d98ff68cb,2-39-95-27,CA-319,0002,0039,2018-04-26 13:25:08+00:00,2018-04-27 01:17:37+00:00,2018-04-26 16:53:27+00:00,12.138,,America/Los_Angeles,11.874722222222223,3.4719444444444445,8.402777777777779,13.42,1.28,3,0,4,2018,2018-04-26,3.496
5bc91212f9af8b0d98ff68cc,2-39-79-380,CA-489,0002,0039,2018-04-26 13:54:17+00:00,2018-04-26 23:08:24+00:00,2018-04-26 23:07:12+00:00,7.108,,America/Los_Angeles,9.235277777777778,9.215277777777779,0.02,13.9,23.13,3,0,4,2018,2018-04-26,0.771
5bc91212f9af8b0d98ff68cd,2-39-139-28,CA-303,0002,0039,2018-04-26 14:47:08+00:00,2018-04-27 00:59:45+00:00,2018-04-27 00:14:02+00:00,13.155,,America/Los_Angeles,10.210277777777778,9.448333333333334,0.7619444444444444,14.78,0.98,3,0,4,2018,2018-04-26,1.392
5bc91212f9af8b0d98ff68ce,2-39-79-376,CA-324,0002,0039,2018-04-26 14:59:44+00:00,2018-04-26 23:51:12+00:00,2018-04-26 16:09:28+00:00,7.186,,America/Los_Angeles,8.857777777777779,1.1622222222222223,7.695555555555556,14.98,23.85,3,0,4,2018,2018-04-26,6.183
5bc91212f9af8b0d98ff68cf,2-39-79-381,CA-490,0002,0039,2018-04-26 15:05:16+00:00,2018-04-27 00:10:21+00:00,2018-04-26 16:06:18+00:00,2.354,,America/Los_Angeles,9.084722222222222,1.0172222222222222,8.0675,15.08,0.17,3,0,4,2018,2018-04-26,2.314
5bc91212f9af8b0d98ff68d0,2-39-88-438,CA-502,0002,0039,2018-04-26 15:05:56+00:00,2018-04-26 23:16:29+00:00,2018-04-26 17:09:59+00:00,13.413,,America/Los_Angeles,8.175833333333333,2.0675,6.108333333333333,15.08,23.27,3,0,4,2018,2018-04-26,6.488
5bc91212f9af8b0d98ff68d1,2-39-78-360,CA-322,0002,0039,2018-04-26 15:27:50+00:00,2018-04-27 00:14:34+00:00,2018-04-26 16:32:25+00:00,6.14,,America/Los_Angeles,8.778888888888888,1.0763888888888888,7.7025,15.45,0.23,3,0,4,2018,2018-04-26,5.704
5bc91212f9af8b0d98ff68d2,2-39-138-29,CA-304,0002,0039,2018-04-26 15:28:15+00:00,2018-04-26 19:41:54+00:00,2018-04-26 19:00:07+00:00,6.087,,America/Los_Angeles,4.2275,3.531111111111111,0.6963888888888888,15.47,19.68,3,0,4,2018,2018-04-26,1.724
5bc91212f9af8b0d98ff68d3,2-39-78-365,CA-321,0002,0039,2018-04-26 15:45:26+00:00,2018-04-27 00:30:02+00:00,2018-04-26 17:48:13+00:00,6.298,,America/Los_Angeles,8.743333333333334,2.046388888888889,6.696944444444444,15.75,0.5,3,0,4,2018,2018-04-26,3.078
5bc91212f9af8b0d98ff68d4,2-39-79-377,CA-325,0002,0039,2018-04-26 15:46:05+00:00,2018-04-27 00:06:32+00:00,2018-04-26 16:55:21+00:00,4.182,,America/Los_Angeles,8.340833333333334,1.1544444444444444,7.186388888888889,15.77,0.1,3,0,4,2018,2018-04-26,3.623
5bc91212f9af8b0d98ff68d5,2-39-91-437,CA-317,0002,0039,2018-04-26 15:46:33+00:00,2018-04-26 22:41:11+00:00,2018-04-26 17:17:18+00:00,4.846,,America/Los_Angeles,6.910555555555556,1.5125,5.398055555555556,15.77,22.68,3,0,4,2018,2018-04-26,3.204
5bc91212f9af8b0d98ff68d6,2-39-79-383,CA-492,0002,0039,2018-04-26 15:47:39+00:00,2018-04-26 21:46:12+00:00,2018-04-26 16:40:35+00:00,2.65,,America/Los_Angeles,5.975833333333333,0.8822222222222222,5.0936111111111115,15.78,21.77,3,0,4,2018,2018-04-26,3.004
5bc91212f9af8b0d98ff68d7,2-39-90-26,CA-316,0002,0039,2018-04-26 15:55:18+00:00,2018-04-26 19:27:14+00:00,2018-04-26 17:05:02+00:00,2.997,,America/Los_Angeles,3.5322222222222224,1.1622222222222223,2.37,15.92,19.45,3,0,4,2018,2018-04-26,2.579
5bc91212f9af8b0d98ff68d8,2-39-78-367,CA-494,0002,0039,2018-04-26 15:56:04+00:00,2018-04-26 18:30:00+00:00,2018-04-26 16:55:02+00:00,2.68,,America/Los_Angeles,2.5655555555555556,0.9827777777777778,1.5827777777777778,15.93,18.5,3,0,4,2018,2018-04-26,2.727
5bc91212f9af8b0d98ff68d9,2-39-126-20,CA-310,0002,0039,2018-04-26 15:57:16+00:00,2018-04-27 00:33:13+00:00,2018-04-26 17:59:37+00:00,3.54,,America/Los_Angeles,8.599166666666667,2.0391666666666666,6.56,15.95,0.55,3,0,4,2018,2018-04-26,1.736
5bc91212f9af8b0d98ff68da,2-39-89-25,CA-315,0002,0039,2018-04-26 15:59:53+00:00,2018-04-26 23:47:33+00:00,2018-04-26 16:44:39+00:00,1.916,,America/Los_Angeles,7.794444444444444,0.7461111111111111,7.048333333333333,15.98,23.78,3,0,4,2018,2018-04-26,2.568
5bc91212f9af8b0d98ff68db,2-39-78-361,CA-493,0002,0039,2018-04-26 16:01:29+00:00,2018-04-27 00:01:37+00:00,2018-04-26 17:33:17+00:00,2.757,,America/Los_Angeles,8.002222222222223,1.53,6.472222222222222,16.02,0.02,3,0,4,2018,2018-04-26,1.802
5bc91212f9af8b0d98ff68dc,2-39-123-23,CA-313,0002,0039,2018-04-26 16:01:58+00:00,2018-04-26 19:20:15+00:00,2018-04-26 19:20:10+00:00,10.248,,America/Los_Angeles,3.3047222222222223,3.3033333333333332,0.001388888888888889,16.02,19.33,3,0,4,2018,2018-04-26,3.102
5bc91212f9af8b0d98ff68dd,2-39-125-21,CA-311,0002,0039,2018-04-26 16:07:42+00:00,2018-04-27 00:44:12+00:00,2018-04-27 00:28:37+00:00,14.0,,America/Los_Angeles,8.608333333333333,8.348611111111111,0.25972222222222224,16.12,0.73,3,0,4,2018,2018-04-26,1.677
5bc91212f9af8b0d98ff68de,2-39-124-22,CA-312,0002,0039,2018-04-26 16:09:35+00:00,2018-04-26 23:56:57+00:00,2018-04-26 23:49:35+00:00,14.01,,America/Los_Angeles,7.789444444444444,7.666666666666667,0.12277777777777778,16.15,23.93,3,0,4,2018,2018-04-26,1.827
5bc91212f9af8b0d98ff68df,2-39-128-18,CA-308,0002,0039,2018-04-26 16:20:52+00:00,2018-04-26 18:24:32+00:00,2018-04-26 18:24:24+00:00,6.709,,America/Los_Angeles,2.061111111111111,2.0588888888888888,0.0022222222222222222,16.33,18.4,3,0,4,2018,2018-04-26,3.259
5bc91212f9af8b0d98ff68e0,2-39-88-24,CA-314,0002,0039,2018-04-26 16:21:31+00:00,2018-04-27 03:18:49+00:00,2018-04-27 03:18:29+00:00,25.981,,America/Los_Angeles,10.955,10.949444444444444,0.005555555555555556,16.35,3.3,3,0,4,2018,2018-04-26,2.373
5bc91212f9af8b0d98ff68e1,2-39-90-440,CA-500,0002,0039,2018-04-26 16:38:47+00:00,2018-04-27 00:49:04+00:00,2018-04-26 18:37:00+00:00,4.263,,America/Los_Angeles,8.171388888888888,1.9702777777777778,6.2011111111111115,16.63,0.82,3,0,4,2018,2018-04-26,2.164
5bc91212f9af8b0d98ff68e2,2-39-91-441,CA-499,0002,0039,2018-04-26 16:41:12+00:00,2018-04-26 19:26:19+00:00,2018-04-26 19:26:14+00:00,5.723,,America/Los_Angeles,2.7519444444444443,2.7505555555555556,0.001388888888888889,16.68,19.43,3,0,4,2018,2018-04-26,2.081
5bc91212f9af8b0d98ff68e3,2-39-92-442,CA-498,0002,0039,2018-04-26 16:53:04+00:00,2018-04-27 01:26:00+00:00,2018-04-26 18:25:40+00:00,4.384,,America/Los_Angeles,8.54888888888889,1.5433333333333332,7.0055555555555555,16.88,1.43,3,0,4,2018,2018-04-26,2.841
5bc91212f9af8b0d98ff68e4,2-39-78-364,CA-495,0002,0039,2018-04-26 16:58:21+00:00,2018-04-27 00:22:16+00:00,2018-04-27 00:22:10+00:00,9.914,,America/Los_Angeles,7.398611111111111,7.396944444444444,0.0016666666666666668,16.97,0.37,3,0,4,2018,2018-04-26,1.34
