term_id,arabic_script,english_gloss,category,subcategory,token_type,canonical_arabizi,v8_safe_unique_variants_pipe,v8_context_only_variants_pipe,v8_all_operational_variants_pipe,v8_safe_unique_count,v8_context_only_count,v8_reliability_score,v8_trust_class,v8_operational_use,v8_direct_match_allowed_now,v8_normalization_allowed_now,v8_oov_suppression_allowed_now,v8_routing_allowed_now,v8_severity_allowed_now,v8_required_positive_context_pipe,v8_blocking_negative_context_pipe,v8_min_evidence_examples_before_promotion,v8_required_reviewer_count,v8_required_gates_pipe,v8_merge_target,v8_oov_action,v8_eval_required,v8_eval_bucket,source_basis,source_urls,review_status,reviewer_id,second_reviewer_required,must_not_auto_promote,lineage,v8_policy_note,created_at_utc
ARZ-V8-00016,و,and prefix,internet_notation,prefix_rule,notation_rule,w,,w|wa,w|wa,0,2,0.65,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,token_contains_arabizi_marker,blind_global_replacement,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_internet_notation_rules,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,ARABIC_CHAT_ALPHABET|LEVANTINE_ARABIC|DARWISH_ARABIZI|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Arabic_chat_alphabet;https://en.wikipedia.org/wiki/Levantine_Arabic;https://aclanthology.org/W14-3629/;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00017,ش,sh,internet_notation,shin,notation_rule,sh,,sh|ch,sh|ch,0,2,0.81,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,token_contains_arabizi_marker,blind_global_replacement,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_internet_notation_rules,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,ARABIC_CHAT_ALPHABET|YAMLI|DARWISH_ARABIZI|PROJECT_POLICY,https://en.wikipedia.org/wiki/Arabic_chat_alphabet;https://www.yamli.com/help/;https://aclanthology.org/W14-3629/;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00018,ما فيي,I cannot,protected_combo,ability_negation,protected_phrase,ma fiye,,ma fiye|ma fiyye|ma fiyi,ma fiye|ma fiyye|ma fiyi,0,3,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00019,على السطح,on roof,protected_combo,building_location,protected_phrase,3al sate7,,3al sate7|3al sa7et,3al sate7|3al sa7et,0,2,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00020,تحت البناية,under building,protected_combo,building_location,protected_phrase,ta7t l bineye,,ta7t l bineye|taht l bineye,ta7t l bineye|taht l bineye,0,2,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00021,بعدها موجودة,still exists feminine,protected_combo,complaint_status,single_word,ba3da mawjoude,,ba3da mawjoude,ba3da mawjoude,0,1,0.86,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,v8_high_confidence_addition,Added in v8 with production permissions locked false until gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00022,بعدو موجود,still exists masculine,protected_combo,complaint_status,single_word,ba3do mawjoud,,ba3do mawjoud,ba3do mawjoud,0,1,0.86,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,v8_high_confidence_addition,Added in v8 with production permissions locked false until gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00023,ما في حل,no solution,protected_combo,complaint_status,single_word,ma fi 7all,,ma fi 7all|mafi 7all,ma fi 7all|mafi 7all,0,2,0.86,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,v8_high_confidence_addition,Added in v8 with production permissions locked false until gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00024,نفس المشكلة,same problem,protected_combo,duplicate_signal,protected_phrase,nafs l mashkle,,nafs l mashkle|nafs l meshkle,nafs l mashkle|nafs l meshkle,0,2,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00025,رجعت المشكلة,problem came back,protected_combo,duplicate_signal,protected_phrase,rje3et l mashkle,,rje3et l mashkle|rji3it l meshkle,rje3et l mashkle|rji3it l meshkle,0,2,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00026,صارلها,it has been feminine,protected_combo,duration,single_word,sar la,,sar la|sarla,sar la|sarla,0,2,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00027,صارلو,it has been,protected_combo,duration,single_word,sar lo,,sar lo|sarlo,sar lo|sarlo,0,2,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00028,ضو طافي,light off,protected_combo,electricity_phrase,protected_phrase,daw tefi,,daw tefi|dow matfe,daw tefi|dow matfe,0,2,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00029,كهربا قاطعة,power out,protected_combo,electricity_phrase,protected_phrase,kahraba 2at3a,,kahraba 2at3a|kahraba at3a,kahraba 2at3a|kahraba at3a,0,2,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00030,سلك مكشوف,exposed wire,protected_combo,electricity_phrase,protected_phrase,selk makshouf,,selk makshouf|silk mkashaf|selk makshof,selk makshouf|silk mkashaf|selk makshof,0,3,0.75,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
ARZ-V8-00031,عنجد,seriously,protected_combo,emphasis,protected_phrase,3anjad,,3anjad|3an jad,3anjad|3an jad,0,2,0.59,C_CONTEXT_ONLY,context_only_feature,FALSE,FALSE,FALSE,FALSE,FALSE,exact_phrase_or_semantic_equivalent,split_only_without_context,3,2,native_review|validator_pass|decision_logged|second_reviewer|context_rule,arabizi_protected_combos,use_for_language_normalization_after_review,TRUE,ambiguous_context_eval,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,TRUE,derived_from_v7_reliability_locked,v8 splits variants into safe-unique vs context-only and keeps all production permissions false until review/eval gates pass.,2026-05-20T14:08:40Z
