term_id,arabic_script,english_gloss,category,subcategory,token_type,canonical_arabizi,v10_safe_unique_variants_pipe,v10_reliable_alt_review_variants_pipe,v10_context_only_variants_pipe,v10_operational_variants_pipe,v10_component_tokens_pipe,v10_safe_unique_count,v10_reliable_alt_count,v10_context_only_count,v10_total_variant_count,v10_trust_class,v10_reliability_score,v10_merge_target,v10_eval_bucket,v10_required_gates_pipe,v10_required_reviewer_count,v10_min_examples_before_promotion,v10_direct_use_now,v10_normalization_now,v10_oov_suppression_now,v10_routing_now,v10_severity_now,source_basis,source_urls,review_status,reviewer_id,must_not_auto_promote,lineage,notes,v10_policy,created_at_utc,v10_primary_variants_pipe,v10_reliable_alt_variants_pipe,v10_all_variants_pipe
ARZ-V10-00364,بلد,town/country,location_word,place_or_direction,single_word,balad,balad,,,balad,,1,0,0,1,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,balad,,balad
ARZ-V10-00365,كورنيش,corniche,location_word,place_or_direction,single_word,corniche,,,corniche|kornish,corniche|kornish,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,corniche,corniche|kornish,corniche|kornish
ARZ-V10-00366,قرية,village,location_word,place_or_direction,single_word,day3a,2arye,,day3a|dayaa,2arye|day3a|dayaa,,1,0,2,3,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,2arye,day3a|dayaa,2arye|day3a|dayaa
ARZ-V10-00367,ضيعة,village,location_word,place_or_direction,single_word,day3a,,,day3a|dayaa,day3a|dayaa,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,day3a,day3a|dayaa,day3a|dayaa
ARZ-V10-00368,غرب,west,location_word,place_or_direction,single_word,gharb,gharb,,,gharb,,1,0,0,1,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,gharb,,gharb
ARZ-V10-00369,حارة,lane/neighborhood street,location_word,place_or_direction,single_word,hara,,,hara|7ara,hara|7ara,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,hara,hara|7ara,hara|7ara
ARZ-V10-00370,جهة,side/direction,location_word,place_or_direction,single_word,jiha,,,jiha|jeha,jiha|jeha,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,jiha,jiha|jeha,jiha|jeha
ARZ-V10-00371,جنوب,south,location_word,place_or_direction,single_word,jnoub,,,jnob|janob|jnoub|janoub,jnob|janob|jnoub|janoub,,0,0,4,4,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,jnoub,jnoub|janoub,jnoub|janoub|jnob|janob
ARZ-V10-00372,منعطف,curve/turn,location_word,place_or_direction,single_word,ma3taf,lafit,,ma3taf,lafit|ma3taf,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,lafit,ma3taf,lafit|ma3taf
ARZ-V10-00373,محلة,local area,location_word,place_or_direction,single_word,ma7alle,mahalle,,ma7alle,mahalle|ma7alle,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mahalle,ma7alle,mahalle|ma7alle
ARZ-V10-00374,مدينة,city,location_word,place_or_direction,single_word,madine,,,madine,madine,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,madine,madine,madine
ARZ-V10-00375,ممر,passage/crossing,location_word,place_or_direction,single_word,mammar,mamar,,mammar,mamar|mammar,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mamar,mammar,mamar|mammar
ARZ-V10-00376,نزلة,downhill,location_word,place_or_direction,single_word,nazle,,,nazle,nazle,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,nazle,nazle,nazle
ARZ-V10-00377,قضاء,district,location_word,place_or_direction,single_word,qada2,qada2|2ada,,,qada2|2ada,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,qada2|2ada,,qada2|2ada
ARZ-V10-00378,ساحة,square,location_word,place_or_direction,single_word,se7a,sa7a,,se7a,sa7a|se7a,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,sa7a,se7a,sa7a|se7a
ARZ-V10-00379,شرق,east,location_word,place_or_direction,single_word,shar2,shar2|sharq,,,shar2|sharq,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,shar2|sharq,,shar2|sharq
ARZ-V10-00380,شمال,north/left,location_word,place_or_direction,single_word,shmel,,,shmel|shmal,shmel|shmal,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,shmel,shmel|shmal,shmel|shmal
ARZ-V10-00381,طلعة,uphill,location_word,place_or_direction,single_word,tal3a,,,tal3a,tal3a,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,tal3a,tal3a,tal3a
ARZ-V10-00382,زاوية,corner,location_word,place_or_direction,single_word,zawiye,zawye,,zawiye,zawye|zawiye,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,zawye,zawiye,zawye|zawiye
ARZ-V10-00383,زقاق,alley,location_word,place_or_direction,single_word,ze2a2,zi2a2,,ze2a2,zi2a2|ze2a2,,1,0,1,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:requires Lebanese native review before trusted use,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,zi2a2,ze2a2,zi2a2|ze2a2
ARZ-V10-00384,حديقة,park/garden,location_word,public_place,single_word,7adi2a,,,7adi2a|jardin,7adi2a|jardin,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,7adi2a,7adi2a|jardin,7adi2a|jardin
ARZ-V10-00385,جامع,mosque,location_word,public_place,single_word,jeme3,jeme3|jame3,,,jeme3|jame3,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,jeme3|jame3,,jeme3|jame3
ARZ-V10-00386,كنيسة,church,location_word,public_place,single_word,knise,knise,,,knise,,1,0,0,1,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,knise,,knise
ARZ-V10-00387,معبد,religious building,location_word,public_place,single_word,ma3bad,ma3bad,,,ma3bad,,1,0,0,1,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 high-confidence individual term addition.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,ma3bad,,ma3bad
ARZ-V10-00388,محل,shop,location_word,public_place,single_word,ma7al,,,ma7al|mahal,ma7al|mahal,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,ma7al,ma7al|mahal,ma7al|mahal
ARZ-V10-00389,مركز,center,location_word,public_place,single_word,markaz,,,markaz|center,markaz|center,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,markaz,markaz|center,markaz|center
ARZ-V10-00390,ساحة,square,location_word,public_place,single_word,se7a,,,se7a,se7a,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,se7a,se7a,se7a
ARZ-V10-00391,سوق,market,location_word,public_place,single_word,sou2,so2|sok,,sou2|souk,so2|sok|sou2|souk,,2,0,2,4,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,so2|sok,sou2|souk,so2|sok|sou2|souk
ARZ-V10-00392,حديقة,park/garden,location_word,public_space,single_word,7adi2a,,,7adi2a|jardin,7adi2a|jardin,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 high-confidence individual term addition.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,7adi2a,7adi2a|jardin,7adi2a|jardin
ARZ-V10-00393,ممر,passage,location_word,public_space,single_word,mammar,,,mammar,mammar,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 high-confidence individual term addition. | v10 merged: v10 high-confidence addition.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,mammar,mammar,mammar
ARZ-V10-00394,ساحة,square,location_word,public_space,single_word,se7a,,,se7a,se7a,,0,0,1,1,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 high-confidence individual term addition.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,se7a,se7a,se7a
ARZ-V10-00395,سوق,market,location_word,public_space,single_word,sou2,,,sou2|souk,sou2|souk,,0,0,2,2,C_CONTEXT_ONLY,0.74,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged|context_rule,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,LEVANTINE_ARABIC|PROJECT_REVIEW,https://en.wikipedia.org/wiki/Levantine_Arabic;local:Lebanese native review still required before production promotion,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 high-confidence individual term addition.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,sou2,sou2|souk,sou2|souk
ARZ-V10-00396,قريب,near,location_word,relative,single_word,2arib,2arib|orayb,,,2arib|orayb,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,2arib|orayb,,2arib|orayb
ARZ-V10-00397,قدام,in front of,location_word,relative,single_word,2oddem,2oddem|oddem,,,2oddem|oddem,,2,0,0,2,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,2oddem|oddem,,2oddem|oddem
ARZ-V10-00398,بعيد,far,location_word,relative,single_word,b3id,b3id,,,b3id,,1,0,0,1,A_SAFE_INDIVIDUAL_AFTER_REVIEW,0.91,arabizi_general_word_bank,general_normalization_eval,native_review|validator_pass|decision_logged,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,LEBANESE_COMMON|PROJECT_POLICY,LEBANESE_COMMON;PROJECT_POLICY,PENDING_NATIVE_REVIEW,UNASSIGNED,TRUE,derived_from_v9_individual_terms_max,v9 keeps broad coverage but prioritizes individual standalone terms; protected phrases are preserved only as context features.,"Use safe_unique first, reliable_alt only after review, context_only only with context rules. No routing/severity/core promotion directly.",2026-05-20T15:52:08Z,b3id,,b3id
