source_id,title,publisher,source_type,url,reliability_tier,primary_use,notes,scheme_note
SRC-MEW-DGI,MEW Directorate General of Investment,Ministry of Energy and Water,official_portal,https://www.energyandwater.gov.lb/ar/details/99833/%D8%A7%D9%84%D9%85%D8%AF%D8%B1%D9%8A-%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D8%A7%D9%84%D8%A5%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1,T0_official,MEW investment directorate supervision and oversight role over public water institutions under Law 221/2000.,Use for MEW oversight vs field-operations boundary.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-ORGANIGRAM,Litani River Authority organigram,Litani River Authority,official_portal,https://www.litani.gov.lb/en-us/aboutlra/organigram,T0_official,LRA objectives include Litani project for irrigation drainage drinking water and electricity and operation of project sections.,Use for irrigation boundary conditions with water establishments.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-BASIN,Litani River Basin overview,Litani River Authority,official_portal,https://www.litani.gov.lb/en-us/aboutlrb,T0_official,Litani River basin description references irrigation and drinking-water projects for Bekaa South and coast.,Use for LRA boundary and irrigation project context.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BMLWE-USER-FORM,EBML user form,Beirut and Mount Lebanon Water Establishment,official_forms,https://ebml.gov.lb/user_form.php?lang=en,T0_official,EBML user-form endpoint discovered from official EBML navigation.,Use for online form workflow discovery pending manual form rendering.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-CUSTOMER-FORMS,South Lebanon Water Establishment customer e-forms listing,South Lebanon Water Establishment,official_forms,https://www.slwe.gov.lb/listing.php?pcat=customer-service&cat=eformulaires&lang=ar,T0_official,SLWE customer-service e-forms listing page with searchable customer-service form catalogue.,Use for SLWE transaction and customer-service form discovery.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-CUSTOMER-GUIDELINES,South Lebanon Water Establishment customer guidelines listing,South Lebanon Water Establishment,official_guidelines,https://www.slwe.gov.lb/listing.php?pcat=customer-service&cat=guidlines&lang=ar,T0_official,SLWE customer-service guidelines listing page.,Use for SLWE transaction instructions and form requirements discovery.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-VISIT-REGISTER,South Lebanon Water Establishment subscriber visit registration,South Lebanon Water Establishment,official_customer_service,https://www.slwe.gov.lb/register_visit.php,T0_official,SLWE subscriber visit-registration form requiring full name phone customer number property number and service center.,Use for SLWE walk-in or appointment-style customer-service workflow fields.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-EPAYMENT,South Lebanon Water Establishment electronic payment customer number entry,South Lebanon Water Establishment,official_eservices,https://slwe.gov.lb/payapi/enter_customer_no.php,T0_official,SLWE electronic payment entry form requiring customer number and service center and showing hotline 1785 plus info@slwe.gov.lb.,Use for SLWE online payment and bill channel fields.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-FAQ,South Lebanon Water Establishment FAQ,South Lebanon Water Establishment,official_faq,https://www.slwe.gov.lb/faq.php?lang=ar,T0_official,SLWE FAQ page covering billing deadlines service cut warnings outage causes and planned cut contexts.,Use for SLWE customer-policy evidence; it does not publish a restoration SLA.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-CONTACT,Litani River Authority contact page,Litani River Authority,official_contact,https://www.litani.gov.lb/en-us/contact,T0_official,LRA contact page lists head office office/factory phone numbers and contact form fields.,Use for LRA boundary authority contacts and contact-form requirements.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-GEOMAP,Litani River Authority geographical maps,Litani River Authority,official_map,https://www.litani.gov.lb/en-us/geomap,T0_official,LRA geographical maps page with search interface.,Use for Litani basin and irrigation-boundary map follow-up.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-WATER-QUALITY,Litani River Authority water quality indicators,Litani River Authority,official_indicators,https://www.litani.gov.lb/en-us/indicators/indicatorswaterquality,T0_official,LRA water-quality indicator page with factor basin and sample-point fields.,Use for water-quality and source-pollution boundary cases involving LRA basin data.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-WATER-QUANTITY,Litani River Authority water quantity indicators,Litani River Authority,official_indicators,https://www.litani.gov.lb/en-us/indicators/indicatorswaterquantity,T0_official,LRA water quantity and level indicator page.,Use for reservoir or basin-level water quantity context not ordinary household restoration SLA.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-POLLUTION-CHALLENGES,Litani River Authority sources of pollution,Litani River Authority,official_dep_pollution,https://www.litani.gov.lb/en-us/depollution/pollutionchallenges,T0_official,LRA page on sources of pollution in the Litani River Basin.,Use for river pollution and environmental source boundary routing.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-POLLUTION-CONTROL,Litani River Authority pollution prevention and control,Litani River Authority,official_dep_pollution,https://www.litani.gov.lb/en-us/depollution/pollutionpreventionandcontrol,T0_official,LRA page on measures to remove pollution and protect water and environmental resources.,Use for LRA pollution mitigation and source-pollution boundary cases.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-PROJECTS,Litani River Authority projects,Litani River Authority,official_projects,https://www.litani.gov.lb/en-us/aboutlra/lraproject,T0_official,LRA projects page for Litani project context.,Use for project-specific irrigation and basin boundary follow-up.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-REGULATIONS,Litani River Authority regulations,Litani River Authority,official_legal,https://www.litani.gov.lb/en-us/aboutlra/implementingregulations,T0_official,LRA implementing regulations page.,Use for legal and regulatory boundary research on LRA assets.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-CONTACT,MEW contact page,Ministry of Energy and Water,official_contact,https://www.energyandwater.gov.lb/ar/contact,T0_official,MEW contact page lists ministry email phones and contact form fields.,Use for ministry-level water escalation contact fields not field dispatch.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-CLAIMS,MEW claims form,Ministry of Energy and Water,official_claims,https://www.energyandwater.gov.lb/ar/claims,T0_official,MEW claims form with complainant identity address phone email confidentiality and violation-type fields.,Use for ministry-level claims and oversight complaints after operational routing is resolved.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-DEPARTMENTS,MEW departments page,Ministry of Energy and Water,official_portal,https://www.energyandwater.gov.lb/ar/departments,T0_official,MEW departments listing page.,Use for ministry structure and escalation routing research.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-DG-WATER-ELECTRICITY,MEW Directorate General of Hydraulic and Electrical Resources,Ministry of Energy and Water,official_portal,https://www.energyandwater.gov.lb/ar/details/100368/%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D9%84%D9%84%D9%85%D9%88%D8%A7%D8%B1%D8%AF-%D8%A7%D9%84%D9%85%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A%D8%A9,T0_official,MEW Directorate General of Hydraulic and Electrical Resources page.,Use for water-sector oversight and ministry boundary context.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-WATER-BODIES,MEW water and energy bodies and projects page,Ministry of Energy and Water,official_portal,https://www.energyandwater.gov.lb/ar/details/100373/%D9%87%D9%8A%D8%A6%D8%A7%D8%AA-%D9%88%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9-%D9%85%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%B7%D8%A7%D9%82%D8%A7%D9%88%D9%8A%D8%A9,T0_official,MEW page for water and energy bodies and projects.,Use for MEW oversight of water bodies and project-boundary research.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-WELL-LICENSE-TRACKING,MEW groundwater well license tracking page,Ministry of Energy and Water,official_eservices,https://www.energyandwater.gov.lb/ar/details/100933/%D9%85%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9-%D8%B7%D9%84%D8%A8%D8%A7%D8%AA-%D8%B1%D8%AE%D8%B5-%D8%A7%D9%84%D8%A7%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%AC%D9%88%D9%81%D9%8A%D8%A9,T0_official,MEW groundwater well license request tracking page.,Use for private-well and groundwater regulatory boundary cases.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-E-SERVICES-GUIDELINES,MEW e-services guidelines listing,Ministry of Energy and Water,official_eservices,https://www.energyandwater.gov.lb/ar/listing/e-services/guidlines?l=4,T0_official,MEW e-services guideline listing page discovered by official crawl.,Use for future e-service and transaction workflow extraction.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-NLWE-CONTACT-AR,North Lebanon Water Establishment Arabic contact page,North Lebanon Water Establishment,official_portal,https://eeln.gov.lb/contactar/,T0_official,Arabic contact form and official contact details mirror.,Use for Arabic contact-channel verification and field labels.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-NLWE-CUSTOMER-SERVICE-AR,North Lebanon Water Establishment Arabic customer-service page,North Lebanon Water Establishment,official_portal,https://eeln.gov.lb/customer-services-ar/,T0_official,Arabic customer-service and complaint-process mirror.,Use for Arabic complaint-channel verification and service labels.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-NLWE-SERVICE-REQUESTS-AR,North Lebanon Water Establishment Arabic service-request page,North Lebanon Water Establishment,official_portal,https://eeln.gov.lb/customer-services1-ar/,T0_official,Arabic service-request and forms page mirror.,Use for Arabic required-field and workflow verification.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-EPAYMENT-INSTRUCTIONS,South Lebanon Water Establishment electronic payment instructions,South Lebanon Water Establishment,official_portal,https://www.slwe.gov.lb/details.php?id=277&key=%D8%AE%D8%AF%D9%85%D8%A9-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A&lang=ar,T0_official,Electronic payment instruction page.,Use for SLWE billing and e-payment workflow details.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-SLWE-EPAYMENT-OVERVIEW,South Lebanon Water Establishment electronic payment overview,South Lebanon Water Establishment,official_portal,https://www.slwe.gov.lb/details.php?id=96&key=Epayment-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A&lang=ar,T0_official,Electronic payment overview page.,Use with the SLWE payment form for customer-number workflow evidence.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-LRA-DEPOLLUTION-PROJECTS,Litani River Authority depollution projects,Litani River Authority,official_portal,https://www.litani.gov.lb/en-us/depollution/depollutionprojects,T0_official,LRA depollution project index and filters.,Use for Litani pollution-boundary and project-area research.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-PROJECTS,MEW projects listing,Ministry of Energy and Water,official_portal,https://www.energyandwater.gov.lb/ar/listing/projects?l=3,T0_official,Official MEW projects listing.,Use for water-sector project research and escalation context after item-level review.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BMLWE-OMT,BMLWE OMT payment service,OMT,governmental_service_partner,https://omt.com.lb/en/services/governmental/ebml,T1_partner,EBML annual water subscription dues can be settled at OMT locations; required payment details are subscription number type region and town.,Use for BMLWE partner payment channel and required payment fields.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BWE-OMT,Bekaa Water Establishment OMT payment service,OMT,governmental_service_partner,https://www.omt.com.lb/en/services/governmental/bekaa-water-establishment,T1_partner,BWE annual water subscription dues can be settled through OMT locations.,Use for BWE partner payment-channel evidence; required fields are not published on the page.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BMLWE-GPLAY,My EBML Android app listing,Google Play / Water of Beirut and Mount Lebanon,app_store_listing,https://play.google.com/store/apps/details?hl=en_US&id=com.tedmob.ebml,T1_app_store,Official EBML developer listing describes account management bill payment news alerts ticketing and center/POS location features.,Use for BMLWE app channel capabilities pending in-app workflow verification.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-BMLWE-APPSTORE,EBML iOS app listing,Apple App Store / Water of Beirut and Mount Lebanon,app_store_listing,https://apps.apple.com/lb/app/%D9%85%D8%A4%D8%B3%D8%B3%D8%A9-%D9%85%D9%8A%D8%A7%D9%87-%D8%A8%D9%8A%D8%B1%D9%88%D8%AA-%D9%88%D8%AC%D8%A8%D9%84-%D9%84%D8%A8%D9%86%D8%A7%D9%86/id1490594483,T1_app_store,Official EBML iOS listing describes account management bill payment news alerts ticketing and center/POS location features.,Use for BMLWE app channel capabilities pending in-app workflow verification.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-MEW-NWSS-2024-2035,MEW National Water Strategy 2024-2035 page,Ministry of Energy and Water,official_strategy,https://www.energyandwater.gov.lb/ar/details/100937/%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AA%D9%8A%D8%AC%D9%8A%D8%A9-%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9-%D9%84%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87,T0_official,MEW page for Lebanon's National Water Strategy 2024-2035.,Use for national water-sector policy context and non-operational routing constraints.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
SRC-FAOLEX-NWSS-2024-2035,Lebanon National Water Strategy 2024-2035 PDF mirror,FAOLEX / FAO,institutional_document_mirror,https://faolex.fao.org/docs/pdf/leb237241E.pdf,T1_institutional,FAOLEX mirror of Lebanon's National Water Strategy 2024-2035 with targets for NRW digital transformation energy cost reduction water quality and governance.,Use as stable PDF evidence where the MEW page links the strategy but text extraction is needed.,SRC-ENTITY-DESCRIPTOR scheme. Separate from legacy SRC-NNN complaint-intelligence sources (SRC-001…SRC-041+). Do not merge IDs.
