review_id,entity_id,action,rank_score,reason,candidate_source_id,existing_source_match,page_kind,title,url,phone_candidates,email_candidates,form_fields,last_checked,notes
WSCR-0011,LRA,already_registered,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-LRA-DEPOLLUTION-DEPOLLUTIONPROJECTS,SRC-LRA-DEPOLLUTION-PROJECTS,projects_or_irrigation,Depollution Projects,https://www.litani.gov.lb/en-us/depollution/depollutionprojects,7889238;4485223;3155695;1142229;8152212;01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button;DepollutionProjectTypes;searchtext|SearchText|Project Name|text;Sector;GeoLocation;Funder;DxDateFromInput|hidden;DxDateToInput|hidden;Status;Program;ExecutingAuthority;button,2026-05-31,
WSCR-0012,LRA,already_registered,80,kind=water_quality;has_meaningful_form_fields;water_signal,SRC-LRA-INDICATORS-INDICATORSWATERQUALITY,SRC-LRA-WATER-QUALITY,water_quality,Quality of water,https://www.litani.gov.lb/en-us/indicators/indicatorswaterquality,01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button;FactorType;Factor;DxDateFromInput|hidden;DxDateToInput|hidden;Basin;SamplePoint;loadchartbutton|button,2026-05-31,
WSCR-0013,MEW,already_registered,80,kind=coverage_or_branch;has_meaningful_form_fields;water_signal,SRC-MEW-AR-DEPARTMENTS,SRC-MEW-DEPARTMENTS,coverage_or_branch,الموقع الرسمي لوزارة الطاقة والمياه,https://www.energyandwater.gov.lb/ar/departments,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,2026-05-31,
WSCR-0014,MEW,already_registered,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-MEW-100373-D9-87-D9-8A-D8-A6-D8-A7-D8-AA,SRC-MEW-WATER-BODIES,projects_or_irrigation,الموقع الرسمي لوزارة الطاقة والمياه | هيئات ومشاريع مائية وطاقاوية,https://www.energyandwater.gov.lb/ar/details/100373/%D9%87%D9%8A%D8%A6%D8%A7%D8%AA-%D9%88%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9-%D9%85%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%B7%D8%A7%D9%82%D8%A7%D9%88%D9%8A%D8%A9,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,2026-05-31,
WSCR-0015,MEW,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-MEW-99806-D8-A7-D9-84-D9-85-D8-AF-D9-8A-,,projects_or_irrigation,الموقع الرسمي لوزارة الطاقة والمياه | المديريّة العامة للنفط,https://www.energyandwater.gov.lb/ar/details/99806/%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D8%B1%D9%8A-%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D9%84%D9%84%D9%86%D9%81%D8%B7,1974;1994,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,2026-05-31,
WSCR-0016,MEW,already_registered,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-MEW-DGI,SRC-MEW-DGI,projects_or_irrigation,الموقع الرسمي لوزارة الطاقة والمياه | المديرية العامة للإستثمار,https://www.energyandwater.gov.lb/ar/details/99833/%D8%A7%D9%84%D9%85%D8%AF%D8%B1%D9%8A-%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D8%A7%D9%84%D8%A5%D8%B3%D8%AA%D8%AB%D9%85%D8%A7%D8%B1,1966;1972;1735;8803/200;5469/196;1735/200;1997,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,2026-05-31,
WSCR-0017,MEW,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-MEW-99835-D8-A7-D9-84-D8-AE-D8-B7-D8-A9-,,projects_or_irrigation,الموقع الرسمي لوزارة الطاقة والمياه | الخطة العشرية للمديرية العامة,https://www.energyandwater.gov.lb/ar/details/99835/%D8%A7%D9%84%D8%AE%D8%B7%D8%A9-%D8%A7%D9%84%D8%B9%D8%B4%D8%B1%D9%8A%D8%A9-%D9%84%D9%84%D9%85%D8%AF%D9%8A%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9,1999;1933,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,2026-05-31,
WSCR-0018,MEW,already_registered,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-MEW-LISTING-PROJECTS,SRC-MEW-PROJECTS,projects_or_irrigation,الموقع الرسمي لوزارة الطاقة والمياه | مشاريع الوزارة,https://www.energyandwater.gov.lb/ar/listing/projects?l=3,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;hdnCategoryId|hidden;cmbRegions|cmbRegions,2026-05-31,
WSCR-0019,SLWE,already_registered,80,kind=billing_or_payment;has_meaningful_form_fields;water_signal,SRC-SLWE-DETAILS-PHP,SRC-SLWE-EPAYMENT-INSTRUCTIONS,billing_or_payment,مؤسسة مياه لبنان الجنوبي | خدمة الدفع الإلكتروني,https://www.slwe.gov.lb/details.php?id=277&key=%D8%AE%D8%AF%D9%85%D8%A9-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,2026-05-31,
WSCR-0020,SLWE,already_registered,80,kind=billing_or_payment;has_meaningful_form_fields;water_signal,SRC-SLWE-BILLING,SRC-SLWE-BILLING,billing_or_payment,مؤسسة مياه لبنان الجنوبي | استفسار عن فاتورة,https://www.slwe.gov.lb/details.php?id=9&key=%D8%A7%D8%B3%D8%AA%D9%81%D8%B3%D8%A7%D8%B1-%D8%B9%D9%86-%D9%81%D8%A7%D8%AA%D9%88%D8%B1%D8%A9&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,2026-05-31,
WSCR-0021,SLWE,already_registered,80,kind=billing_or_payment;has_meaningful_form_fields;water_signal,SRC-SLWE-DETAILS-PHP,SRC-SLWE-EPAYMENT-OVERVIEW,billing_or_payment,مؤسسة مياه لبنان الجنوبي | الدفع الالكتروني | Epayment,https://www.slwe.gov.lb/details.php?id=96&key=Epayment-%D8%A7%D9%84%D8%AF%D9%81%D8%B9-%D8%A7%D9%84%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text,2026-05-31,
WSCR-0022,SLWE,already_registered,80,kind=customer_service;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,SRC-SLWE-CUSTOMER-FORMS,customer_service,مؤسسة مياه لبنان الجنوبي | خدمة الزبائن,https://www.slwe.gov.lb/listing.php?pcat=customer-service&cat=eformulaires&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,2026-05-31,
WSCR-0023,SLWE,already_registered,80,kind=customer_service;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,SRC-SLWE-CUSTOMER-GUIDELINES,customer_service,مؤسسة مياه لبنان الجنوبي | خدمة الزبائن,https://www.slwe.gov.lb/listing.php?pcat=customer-service&cat=guidlines&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,2026-05-31,
WSCR-0024,SLWE,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,,projects_or_irrigation,مؤسسة مياه لبنان الجنوبي | المشاريع,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=dev&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,2026-05-31,
WSCR-0025,SLWE,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,,projects_or_irrigation,مؤسسة مياه لبنان الجنوبي | المشاريع,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=eu-projects&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,2026-05-31,
WSCR-0026,SLWE,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,,projects_or_irrigation,مؤسسة مياه لبنان الجنوبي | المشاريع,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=german-projects&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,2026-05-31,
WSCR-0027,SLWE,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,,projects_or_irrigation,مؤسسة مياه لبنان الجنوبي | المشاريع,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=moew&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,2026-05-31,
WSCR-0028,SLWE,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,,projects_or_irrigation,مؤسسة مياه لبنان الجنوبي | المشاريع,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=parliament-projects&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,2026-05-31,
WSCR-0029,SLWE,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,,projects_or_irrigation,مؤسسة مياه لبنان الجنوبي | المشاريع,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=undp-projects&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,2026-05-31,
WSCR-0030,SLWE,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,,projects_or_irrigation,مؤسسة مياه لبنان الجنوبي | المشاريع,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=unicef-projects&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,2026-05-31,
WSCR-0031,SLWE,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,,projects_or_irrigation,مؤسسة مياه لبنان الجنوبي | المشاريع,https://www.slwe.gov.lb/listing.php?pcat=projects&cat=usaid-projects&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,2026-05-31,
WSCR-0032,SLWE,review_later,80,kind=projects_or_irrigation;has_meaningful_form_fields;water_signal,SRC-SLWE-LISTING-PHP,,projects_or_irrigation,مؤسسة مياه لبنان الجنوبي | المشاريع,https://www.slwe.gov.lb/listing.php?pcat=projects&lang=ar,,,hdnRootFldr|hdnRootFldr|hidden;txtGlobalKeywords|txtGlobalKeywords|البحث|text;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories;cmbPartners|cmbPartners,2026-05-31,
WSCR-0033,LRA,already_registered,75,kind=contact;has_meaningful_form_fields;has_contextual_phone,SRC-LRA-EN-US-CONTACT,SRC-LRA-CONTACT,contact,Contact Us,https://www.litani.gov.lb/en-us/contact,01- 662112;01- 660476;01 - 834 816;01 - 825 431;07- 810297;08-651236;08-650377;08 - 651238;07- 360 636;07- 740956;07-230198;07 - 391063,,GLobalSearchText|Search....|text;GlobalSearchButton|button;__RequestVerificationToken|hidden;FirstName|FirstName|First Name|text;LastName|LastName|First Name|text;EmailInput|EmailInput|Email|email;subject|subject|Subject|text;UploadedFile|FileInput|file;Message|Message|Message;SubmitForm|button,2026-05-31,
WSCR-0034,NLWE,already_registered,75,kind=customer_service;has_meaningful_form_fields;has_contextual_phone,SRC-NLWE-CUSTOMER-SERVICES-AR,SRC-NLWE-CUSTOMER-SERVICE-AR,customer_service,customer-services-ar,https://eeln.gov.lb/customer-services-ar/,1712,,s|search-field|بحث...|search,2026-05-31,
WSCR-0035,NLWE,already_registered,75,kind=customer_service;has_meaningful_form_fields;has_contextual_phone,SRC-NLWE-CUSTOMER-SERVICES1-AR,SRC-NLWE-SERVICE-REQUESTS-AR,customer_service,customer-services1-ar,https://eeln.gov.lb/customer-services1-ar/,06 / 430075,,s|search-field|بحث...|search,2026-05-31,
WSCR-0036,SLWE,already_registered,75,kind=customer_service;has_meaningful_form_fields;has_contextual_phone,SRC-SLWE-REGISTER-VISIT-PHP,SRC-SLWE-VISIT-REGISTER,customer_service,تسجيل دخول المشترك,https://slwe.gov.lb/register_visit.php,1785,,full_name|text;phone|text;customer_number|text;property_number|text;service_center|service_center,2026-05-31,
WSCR-0037,SLWE,already_registered,75,kind=customer_service;has_meaningful_form_fields;has_contextual_phone,SRC-SLWE-REGISTER-VISIT-PHP,SRC-SLWE-VISIT-REGISTER,customer_service,تسجيل دخول المشترك,https://www.slwe.gov.lb/register_visit.php,1785,,full_name|text;phone|text;customer_number|text;property_number|text;service_center|service_center,2026-05-31,
WSCR-0038,LRA,already_registered,65,kind=projects_or_irrigation;has_meaningful_form_fields,SRC-LRA-ABOUTLRA-IMPLEMENTINGREGULATIONS,SRC-LRA-REGULATIONS,projects_or_irrigation,Regulations,https://www.litani.gov.lb/en-us/aboutlra/implementingregulations,1295;01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button;searchtext|SearchText|Search....|text;ImplementingRegulationsType;DxDateFromInput|hidden;DxDateToInput|hidden;button,2026-05-31,
WSCR-0039,LRA,review_later,60,kind=projects_or_irrigation;water_signal,SRC-LRA-HOME,,projects_or_irrigation,الصفحة الرئيسية - المصلحة الوطنية لنهر الليطاني,https://www.litani.gov.lb/,8699300,,GLobalSearchText|ابحث حسب العنوان و المحتوى|text;GlobalSearchButton|button;HoveredImage#0|hidden;href|hidden;HoveredImage#1|hidden;HoveredImage#2|hidden,2026-05-31,
WSCR-0040,LRA,already_registered,60,kind=projects_or_irrigation;water_signal,SRC-LRA-DEPOLLUTION-POLLUTIONCHALLENGES,SRC-LRA-POLLUTION-CHALLENGES,projects_or_irrigation,Sources of pollution,https://www.litani.gov.lb/en-us/depollution/pollutionchallenges,1068;01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button,2026-05-31,
WSCR-0041,LRA,already_registered,60,kind=projects_or_irrigation;water_signal,SRC-LRA-DEPOLLUTION-POLLUTIONPREVENTIONANDCO,SRC-LRA-POLLUTION-CONTROL,projects_or_irrigation,Measures to remove pollution and protect water and environmental resources,https://www.litani.gov.lb/en-us/depollution/pollutionpreventionandcontrol,1000;1100;1701;1970;01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button,2026-05-31,
WSCR-0042,LRA,already_registered,60,kind=projects_or_irrigation;water_signal,SRC-LRA-INDICATORS-INDICATORSWATERQUANTITY,SRC-LRA-WATER-QUANTITY,projects_or_irrigation,Level of water,https://www.litani.gov.lb/en-us/indicators/indicatorswaterquantity,01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button;DxDateFromInput|hidden;DxDateToInput|hidden;searchdate|button;HiddenChartTitle|hidden,2026-05-31,
WSCR-0043,NLWE,review_later,60,kind=customer_service;water_signal,SRC-NLWE-EN-AN-ANNOUNCEMENT-ADDRESSED-TO-WATE,,customer_service,An announcement addressed to water subscribers in the city of Tripoli and its surrounding areas.,https://eeln.gov.lb/en/an-announcement-addressed-to-water-subscribers-in-the-city-of-tripoli-and-its-surrounding-areas/,,,s|search-field|Search...|search,2026-05-31,
WSCR-0044,NLWE,already_registered,55,kind=customer_service;has_contextual_phone,SRC-NLWE-CUSTOMER-SERVICE,SRC-NLWE-CUSTOMER-SERVICE,customer_service,customer-services,https://eeln.gov.lb/en/customer-services/,1712,,s|search-field|Search...|search,2026-05-31,
WSCR-0045,NLWE,already_registered,55,kind=customer_service;has_contextual_phone,SRC-NLWE-EN-CUSTOMER-SERVICES,SRC-NLWE-CUSTOMER-SERVICE,customer_service,customer-services,https://eeln.gov.lb/en/customer-services/,1712,,s|search-field|Search...|search,2026-05-31,
WSCR-0046,NLWE,already_registered,55,kind=customer_service;has_contextual_phone,SRC-NLWE-SERVICE-REQUESTS,SRC-NLWE-SERVICE-REQUESTS,customer_service,customer-services1,https://eeln.gov.lb/en/customer-services1/,06/430075,,s|search-field|Search...|search,2026-05-31,
WSCR-0047,BMLWE,already_registered,45,kind=complaint_or_ticket,SRC-BMLWE-TICKET,SRC-BMLWE-TICKET,complaint_or_ticket,,https://ebml.gov.lb/user_ticket.php?lang=en,,,,2026-05-31,
WSCR-0048,LRA,review_later,45,kind=projects_or_irrigation,SRC-LRA-ABOUTLRA-ORGANIGRAM,,projects_or_irrigation,هيكلية ومهام المصلحة,https://www.litani.gov.lb/ar-lb/aboutlra/organigram,,,GLobalSearchText|ابحث حسب العنوان و المحتوى|text;GlobalSearchButton|button,2026-05-31,
WSCR-0049,LRA,review_later,45,kind=projects_or_irrigation,SRC-LRA-AR-LB-ABOUTLRB,,projects_or_irrigation,AboutLRB,https://www.litani.gov.lb/ar-lb/aboutlrb,1000,,GLobalSearchText|ابحث حسب العنوان و المحتوى|text;GlobalSearchButton|button,2026-05-31,
WSCR-0050,LRA,already_registered,45,kind=projects_or_irrigation,SRC-LRA-ABOUTLRA-LRAPROJECT,SRC-LRA-PROJECTS,projects_or_irrigation,LRA Projects,https://www.litani.gov.lb/en-us/aboutlra/lraproject,1970;01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button;searchtext|SearchText|Search....|text;button,2026-05-31,
WSCR-0051,LRA,already_registered,45,kind=projects_or_irrigation,SRC-LRA-ORGANIGRAM,SRC-LRA-ORGANIGRAM,projects_or_irrigation,Organigram,https://www.litani.gov.lb/en-us/aboutlra/organigram,01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button,2026-05-31,
WSCR-0052,LRA,already_registered,45,kind=projects_or_irrigation,SRC-LRA-BASIN,SRC-LRA-BASIN,projects_or_irrigation,AboutLRB,https://www.litani.gov.lb/en-us/aboutlrb,01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button,2026-05-31,
WSCR-0053,LRA,already_registered,45,kind=projects_or_irrigation,SRC-LRA-EN-US-GEOMAP,SRC-LRA-GEOMAP,projects_or_irrigation,Geographical maps,https://www.litani.gov.lb/en-us/geomap,01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button;searchtext|SearchText|Search....|text;button,2026-05-31,
WSCR-0054,LRA,review_later,45,kind=projects_or_irrigation,SRC-LRA-EN-US-NEWS,,projects_or_irrigation,News,https://www.litani.gov.lb/en-us/news,01- 662112,,GLobalSearchText|Search....|text;GlobalSearchButton|button;searchtext|SearchText|Search....|text;DxDateFromInput|hidden;DxDateToInput|hidden;button,2026-05-31,
